start_time,end_time,start_sec,end_sec,diff_sec,label,meaning
2009-07-29 07:53:37,2009-07-29 07:58:41,1248868417,1248868721,304,13.0,Prepare brunch
2009-07-29 07:58:51,2009-07-29 08:05:54,1248868731,1248869154,423,32.0,Eat brunch
2009-07-29 08:15:40,2009-07-29 08:16:43,1248869740,1248869803,63,24.0,Wash dishes
2009-07-29 09:12:36,2009-07-29 09:31:01,1248873156,1248874261,1105,1.0,Leaving the house
2009-07-29 09:50:26,2009-07-29 09:50:48,1248875426,1248875448,22,11.0,Get dressed
2009-07-29 10:08:28,2009-07-29 14:08:13,1248876508,1248890893,14385,1.0,Leaving the house
2009-07-29 14:08:28,2009-07-29 14:09:24,1248890908,1248890964,56,11.0,Get dressed
2009-07-29 14:09:43,2009-07-29 14:13:26,1248890983,1248891206,223,15.0,Prepare dinner
2009-07-29 14:13:28,2009-07-29 14:14:51,1248891208,1248891291,83,40.0,Play piano
2009-07-29 14:15:03,2009-07-29 14:18:00,1248891303,1248891480,177,15.0,Prepare dinner
2009-07-29 14:18:21,2009-07-29 14:24:06,1248891501,1248891846,345,31.0,Eat dinner
2009-07-29 14:31:40,2009-07-29 14:39:49,1248892300,1248892789,489,24.0,Wash dishes
2009-07-29 14:39:51,2009-07-29 14:48:44,1248892791,1248893324,533,9.0,Shaving
2009-07-29 14:48:52,2009-07-29 14:58:07,1248893332,1248893887,555,5.0,Take shower
2009-07-29 14:58:09,2009-07-29 14:59:39,1248893889,1248893979,90,11.0,Get dressed
2009-07-29 15:03:43,2009-07-29 15:05:56,1248894223,1248894356,133,43.0,Prepare for leaving
2009-07-29 15:06:01,2009-07-29 15:09:18,1248894361,1248894558,197,37.0,Fasten kitchen camera
2009-07-29 15:11:10,2009-07-29 23:03:58,1248894670,1248923038,28368,1.0,Leaving the house
2009-07-29 23:04:02,2009-07-29 23:06:26,1248923042,1248923186,144,6.0,Brush teeth
2009-07-29 23:09:00,2009-07-30 07:18:18,1248923340,1248952698,29358,10.0,Go to bed
2009-07-30 07:18:27,2009-07-30 07:19:12,1248952707,1248952752,45,4.0,Use toilet
2009-07-30 07:21:22,2009-07-30 07:32:26,1248952882,1248953546,664,13.0,Prepare brunch
2009-07-30 07:32:33,2009-07-30 07:42:21,1248953553,1248954141,588,32.0,Eat brunch
2009-07-30 08:01:04,2009-07-30 08:03:44,1248955264,1248955424,160,4.0,Use toilet
2009-07-30 08:03:50,2009-07-30 08:04:18,1248955430,1248955458,28,24.0,Wash dishes
2009-07-30 08:13:21,2009-07-30 08:54:11,1248956001,1248958451,2450,40.0,Play piano
2009-07-30 08:54:36,2009-07-30 09:03:14,1248958476,1248958994,518,5.0,Take shower
2009-07-30 09:03:16,2009-07-30 09:05:22,1248958996,1248959122,126,11.0,Get dressed
2009-07-30 09:05:49,2009-07-30 09:11:41,1248959149,1248959501,352,43.0,Prepare for leaving
2009-07-30 09:11:43,2009-07-30 13:10:20,1248959503,1248973820,14317,1.0,Leaving the house
2009-07-30 13:12:11,2009-07-30 13:12:58,1248973931,1248973978,47,17.0,Get a drink
2009-07-30 13:13:12,2009-07-30 13:13:21,1248973992,1248974001,9,24.0,Wash dishes
2009-07-30 13:13:51,2009-07-30 21:01:30,1248974031,1249002090,28059,1.0,Leaving the house
2009-07-30 21:21:37,2009-07-30 21:23:02,1249003297,1249003382,85,6.0,Brush teeth
2009-07-30 21:23:40,2009-07-30 21:24:36,1249003420,1249003476,56,4.0,Use toilet
2009-07-30 21:33:11,2009-07-31 05:45:20,1249003991,1249033520,29529,10.0,Go to bed
2009-07-31 05:45:23,2009-07-31 05:46:23,1249033523,1249033583,60,4.0,Use toilet
2009-07-31 05:46:49,2009-07-31 05:51:23,1249033609,1249033883,274,13.0,Prepare brunch
2009-07-31 05:51:35,2009-07-31 05:56:42,1249033895,1249034202,307,32.0,Eat brunch
2009-07-31 05:56:44,2009-07-31 05:58:45,1249034204,1249034325,121,13.0,Prepare brunch
2009-07-31 05:58:57,2009-07-31 06:07:20,1249034337,1249034840,503,32.0,Eat brunch
2009-07-31 06:19:37,2009-07-31 06:35:35,1249035577,1249036535,958,40.0,Play piano
2009-07-31 06:55:38,2009-07-31 06:56:01,1249037738,1249037761,23,44.0,Drop dish (No dishwash)
2009-07-31 06:56:11,2009-07-31 07:07:33,1249037771,1249038453,682,5.0,Take shower
2009-07-31 07:07:36,2009-07-31 07:09:38,1249038456,1249038578,122,11.0,Get dressed
2009-07-31 07:09:41,2009-07-31 07:16:23,1249038581,1249038983,402,43.0,Prepare for leaving
2009-07-31 07:12:05,2009-07-31 07:13:33,1249038725,1249038813,88,4.0,Use toilet
2009-07-31 07:18:01,2009-07-31 07:20:24,1249039081,1249039224,143,6.0,Brush teeth
2009-07-31 07:22:04,2009-07-31 18:20:49,1249039324,1249078849,39525,1.0,Leaving the house
2009-07-31 18:21:20,2009-07-31 18:22:05,1249078880,1249078925,45,17.0,Get a drink
2009-07-31 18:22:42,2009-07-31 18:29:42,1249078962,1249079382,420,40.0,Play piano
2009-07-31 18:31:42,2009-07-31 18:33:28,1249079502,1249079608,106,6.0,Brush teeth
2009-07-31 18:34:00,2009-07-31 18:34:47,1249079640,1249079687,47,4.0,Use toilet
2009-07-31 18:35:15,2009-08-01 06:45:20,1249079715,1249123520,43805,10.0,Go to bed
2009-08-01 01:19:06,2009-08-01 01:20:08,1249103946,1249104008,62,4.0,Use toilet
2009-08-01 07:14:00,2009-08-01 07:17:18,1249125240,1249125438,198,4.0,Use toilet
2009-08-01 07:18:05,2009-08-01 07:28:15,1249125485,1249126095,610,13.0,Prepare brunch
2009-08-01 07:30:26,2009-08-01 07:39:16,1249126226,1249126756,530,32.0,Eat brunch
2009-08-01 07:39:19,2009-08-01 08:03:36,1249126759,1249128216,1457,40.0,Play piano
2009-08-01 08:03:39,2009-08-01 08:05:43,1249128219,1249128343,124,29.0,Answering phone
2009-08-01 08:05:44,2009-08-01 08:12:58,1249128344,1249128778,434,40.0,Play piano
2009-08-01 08:13:07,2009-08-01 08:16:11,1249128787,1249128971,184,24.0,Wash dishes
2009-08-01 08:21:14,2009-08-01 08:24:47,1249129274,1249129487,213,40.0,Play piano
2009-08-01 08:45:01,2009-08-01 08:47:43,1249130701,1249130863,162,40.0,Play piano
2009-08-01 08:48:39,2009-08-01 08:56:47,1249130919,1249131407,488,5.0,Take shower
2009-08-01 08:56:49,2009-08-01 08:58:23,1249131409,1249131503,94,11.0,Get dressed
2009-08-01 08:58:27,2009-08-01 09:01:24,1249131507,1249131684,177,43.0,Prepare for leaving
2009-08-01 09:01:29,2009-08-01 18:13:37,1249131689,1249164817,33128,1.0,Leaving the house
2009-08-01 18:15:05,2009-08-01 18:38:28,1249164905,1249166308,1403,15.0,Prepare dinner
2009-08-01 18:39:09,2009-08-01 18:54:27,1249166349,1249167267,918,31.0,Eat dinner
2009-08-01 19:34:07,2009-08-01 19:34:30,1249169647,1249169670,23,44.0,Drop dish (No dishwash)
2009-08-01 19:36:30,2009-08-01 19:38:36,1249169790,1249169916,126,37.0,Fasten kitchen camera
2009-08-01 19:39:12,2009-08-01 20:08:43,1249169952,1249171723,1771,40.0,Play piano
2009-08-01 20:08:49,2009-08-01 20:09:55,1249171729,1249171795,66,4.0,Use toilet
2009-08-01 20:10:48,2009-08-01 20:12:23,1249171848,1249171943,95,6.0,Brush teeth
2009-08-01 20:12:33,2009-08-02 05:26:32,1249171953,1249205192,33239,10.0,Go to bed
2009-08-02 05:27:11,2009-08-02 05:28:05,1249205231,1249205285,54,4.0,Use toilet
2009-08-02 05:28:30,2009-08-02 05:34:49,1249205310,1249205689,379,15.0,Prepare dinner
2009-08-02 05:35:09,2009-08-02 05:45:00,1249205709,1249206300,591,32.0,Eat brunch
2009-08-02 05:45:03,2009-08-02 05:45:33,1249206303,1249206333,30,4.0,Use toilet
2009-08-02 05:45:56,2009-08-02 05:50:57,1249206356,1249206657,301,4.0,Use toilet
2009-08-02 05:54:50,2009-08-02 06:08:02,1249206890,1249207682,792,40.0,Play piano
2009-08-02 06:27:46,2009-08-02 06:33:32,1249208866,1249209212,346,5.0,Take shower
2009-08-02 06:33:35,2009-08-02 06:36:40,1249209215,1249209400,185,11.0,Get dressed
2009-08-02 06:37:11,2009-08-02 06:39:18,1249209431,1249209558,127,6.0,Brush teeth
2009-08-02 06:40:03,2009-08-02 06:52:12,1249209603,1249210332,729,35.0,Install sensor
2009-08-02 06:52:19,2009-08-02 06:55:10,1249210339,1249210510,171,43.0,Prepare for leaving
2009-08-02 06:55:17,2009-08-02 10:40:44,1249210517,1249224044,13527,1.0,Leaving the house
2009-08-02 10:41:06,2009-08-02 10:43:02,1249224066,1249224182,116,4.0,Use toilet
2009-08-02 10:45:04,2009-08-02 10:46:14,1249224304,1249224374,70,43.0,Prepare for leaving
2009-08-02 10:46:15,2009-08-03 00:05:01,1249224375,1249272301,47926,1.0,Leaving the house
2009-08-03 00:23:41,2009-08-03 00:25:24,1249273421,1249273524,103,6.0,Brush teeth
2009-08-03 00:26:25,2009-08-03 01:37:24,1249273585,1249277844,4259,10.0,Go to bed
2009-08-03 01:47:46,2009-08-04 11:10:31,1249278466,1249398631,120165,1.0,Leaving the house
2009-08-04 11:11:53,2009-08-04 11:13:26,1249398713,1249398806,93,17.0,Get a drink
2009-08-04 11:13:29,2009-08-04 11:14:44,1249398809,1249398884,75,4.0,Use toilet
2009-08-04 11:16:03,2009-08-04 11:40:26,1249398963,1249400426,1463,40.0,Play piano
2009-08-04 11:41:10,2009-08-04 11:41:39,1249400470,1249400499,29,43.0,Prepare for leaving
2009-08-04 11:41:37,2009-08-04 20:09:59,1249400497,1249430999,30502,1.0,Leaving the house
2009-08-04 20:11:06,2009-08-05 08:40:30,1249431066,1249476030,44964,10.0,Go to bed
2009-08-05 01:53:01,2009-08-05 01:54:47,1249451581,1249451687,106,4.0,Use toilet
2009-08-05 08:40:38,2009-08-05 08:42:08,1249476038,1249476128,90,4.0,Use toilet
2009-08-05 08:42:50,2009-08-05 08:51:28,1249476170,1249476688,518,13.0,Prepare brunch
2009-08-05 08:51:32,2009-08-05 09:26:48,1249476692,1249478808,2116,32.0,Eat brunch
2009-08-05 09:26:58,2009-08-05 09:44:36,1249478818,1249479876,1058,40.0,Play piano
2009-08-05 09:47:53,2009-08-05 09:48:06,1249480073,1249480086,13,4.0,Use toilet
2009-08-05 09:48:27,2009-08-05 10:05:06,1249480107,1249481106,999,40.0,Play piano
2009-08-05 10:11:09,2009-08-05 10:21:51,1249481469,1249482111,642,5.0,Take shower
2009-08-05 10:21:52,2009-08-05 10:23:30,1249482112,1249482210,98,11.0,Get dressed
2009-08-05 10:23:44,2009-08-05 10:27:24,1249482224,1249482444,220,43.0,Prepare for leaving
2009-08-05 10:27:38,2009-08-05 12:26:48,1249482458,1249489608,7150,1.0,Leaving the house
2009-08-05 12:28:03,2009-08-05 12:39:24,1249489683,1249490364,681,40.0,Play piano
2009-08-05 12:39:31,2009-08-05 12:39:55,1249490371,1249490395,24,43.0,Prepare for leaving
2009-08-05 12:40:03,2009-08-05 18:54:17,1249490403,1249512857,22454,1.0,Leaving the house
2009-08-05 18:55:13,2009-08-05 19:44:01,1249512913,1249515841,2928,40.0,Play piano
2009-08-05 19:45:20,2009-08-05 19:47:16,1249515920,1249516036,116,6.0,Brush teeth
2009-08-05 19:47:43,2009-08-05 19:49:34,1249516063,1249516174,111,4.0,Use toilet
2009-08-05 19:49:48,2009-08-06 00:25:53,1249516188,1249532753,16565,10.0,Go to bed
2009-08-06 00:27:38,2009-08-06 11:17:30,1249532858,1249571850,38992,1.0,Leaving the house
2009-08-06 11:20:02,2009-08-06 11:21:23,1249572002,1249572083,81,37.0,Fasten kitchen camera
2009-08-06 11:21:34,2009-08-06 11:21:50,1249572094,1249572110,16,40.0,Play piano
2009-08-06 11:22:01,2009-08-06 15:17:50,1249572121,1249586270,14149,1.0,Leaving the house
2009-08-06 15:18:41,2009-08-07 10:02:17,1249586321,1249653737,67416,1.0,Leaving the house
2009-08-07 10:02:28,2009-08-07 10:03:09,1249653748,1249653789,41,37.0,Fasten kitchen camera
2009-08-07 10:14:10,2009-08-07 19:47:06,1249654450,1249688826,34376,1.0,Leaving the house
