start_time,end_time,start_sec,end_sec,diff_sec,on,label,meaning
2009-07-21 13:49:29,2009-07-21 13:49:31,1248198569,1248198571,2,1.0,18.0, kwik dresser
2009-07-21 13:49:31,2009-07-21 13:49:33,1248198571,1248198573,2,1.0,18.0, kwik dresser
2009-07-21 13:49:35,2009-07-21 13:49:37,1248198575,1248198577,2,1.0,18.0, kwik dresser
2009-07-21 13:49:38,2009-07-21 13:49:42,1248198578,1248198582,4,1.0,18.0, kwik dresser
2009-07-21 13:49:42,2009-07-21 13:49:44,1248198582,1248198584,2,1.0,18.0, kwik dresser
2009-07-21 13:49:49,2009-07-21 13:49:51,1248198589,1248198591,2,1.0,18.0, kwik dresser
2009-07-21 13:49:51,2009-07-21 13:49:53,1248198591,1248198593,2,1.0,18.0, kwik dresser
2009-07-21 13:49:53,2009-07-21 13:49:55,1248198593,1248198595,2,1.0,18.0, kwik dresser
2009-07-21 13:49:57,2009-07-21 13:49:59,1248198597,1248198599,2,1.0,18.0, kwik dresser
2009-07-21 13:49:59,2009-07-21 13:50:01,1248198599,1248198601,2,1.0,18.0, kwik dresser
2009-07-21 13:50:01,2009-07-21 13:50:02,1248198601,1248198602,1,1.0,18.0, kwik dresser
2009-07-21 13:50:03,2009-07-21 13:50:04,1248198603,1248198604,1,1.0,18.0, kwik dresser
2009-07-21 13:50:04,2009-07-21 13:50:06,1248198604,1248198606,2,1.0,18.0, kwik dresser
2009-07-21 13:50:07,2009-07-21 13:50:08,1248198607,1248198608,1,1.0,18.0, kwik dresser
2009-07-21 13:50:08,2009-07-21 13:50:10,1248198608,1248198610,2,1.0,18.0, kwik dresser
2009-07-21 13:50:12,2009-07-21 13:50:19,1248198612,1248198619,7,1.0,18.0, kwik dresser
2009-07-21 13:50:22,2009-07-21 13:50:23,1248198622,1248198623,1,1.0,18.0, kwik dresser
2009-07-21 13:50:38,2009-07-21 13:50:40,1248198638,1248198640,2,1.0,18.0, kwik dresser
2009-07-21 13:50:51,2009-07-21 13:50:53,1248198651,1248198653,2,1.0,18.0, kwik dresser
2009-07-21 13:51:07,2009-07-21 13:51:09,1248198667,1248198669,2,1.0,18.0, kwik dresser
2009-07-21 13:51:23,2009-07-21 13:51:24,1248198683,1248198684,1,1.0,18.0, kwik dresser
2009-07-21 13:51:32,2009-07-21 13:51:33,1248198692,1248198693,1,1.0,18.0, kwik dresser
2009-07-21 13:51:34,2009-07-21 13:51:35,1248198694,1248198695,1,1.0,18.0, kwik dresser
2009-07-21 13:51:38,2009-07-21 13:51:39,1248198698,1248198699,1,1.0,18.0, kwik dresser
2009-07-21 13:51:41,2009-07-21 13:51:43,1248198701,1248198703,2,1.0,18.0, kwik dresser
2009-07-21 13:51:51,2009-07-21 13:51:52,1248198711,1248198712,1,1.0,18.0, kwik dresser
2009-07-21 13:51:53,2009-07-21 13:51:54,1248198713,1248198714,1,1.0,18.0, kwik dresser
2009-07-21 13:51:56,2009-07-21 13:51:57,1248198716,1248198717,1,1.0,18.0, kwik dresser
2009-07-21 13:52:01,2009-07-21 13:52:03,1248198721,1248198723,2,1.0,18.0, kwik dresser
2009-07-21 13:52:03,2009-07-21 13:52:05,1248198723,1248198725,2,1.0,18.0, kwik dresser
2009-07-21 13:52:19,2009-07-21 13:52:20,1248198739,1248198740,1,1.0,18.0, kwik dresser
2009-07-21 13:52:35,2009-07-21 13:52:36,1248198755,1248198756,1,1.0,18.0, kwik dresser
2009-07-21 13:52:54,2009-07-21 13:52:55,1248198774,1248198775,1,1.0,18.0, kwik dresser
2009-07-21 13:52:59,2009-07-21 13:53:00,1248198779,1248198780,1,1.0,18.0, kwik dresser
2009-07-21 13:53:14,2009-07-21 13:53:15,1248198794,1248198795,1,1.0,18.0, kwik dresser
2009-07-21 13:53:39,2009-07-21 13:53:45,1248198819,1248198825,6,1.0,18.0, kwik dresser
2009-07-21 13:53:47,2009-07-21 13:53:49,1248198827,1248198829,2,1.0,18.0, kwik dresser
2009-07-21 13:54:02,2009-07-21 13:54:02,1248198842,1248198842,0,1.0,18.0, kwik dresser
2009-07-21 13:54:04,2009-07-21 13:54:05,1248198844,1248198845,1,1.0,18.0, kwik dresser
2009-07-21 13:54:05,2009-07-21 13:54:07,1248198845,1248198847,2,1.0,18.0, kwik dresser
2009-07-21 13:54:09,2009-07-21 13:54:11,1248198849,1248198851,2,1.0,18.0, kwik dresser
2009-07-21 13:59:13,2009-07-21 13:59:15,1248199153,1248199155,2,1.0,7.0, frontdoor
2009-07-21 14:00:40,2009-07-21 14:00:42,1248199240,1248199242,2,1.0,18.0, kwik dresser
2009-07-21 14:00:45,2009-07-21 14:00:46,1248199245,1248199246,1,1.0,18.0, kwik dresser
2009-07-21 14:00:46,2009-07-21 14:00:48,1248199246,1248199248,2,1.0,18.0, kwik dresser
2009-07-21 14:01:18,2009-07-21 14:01:19,1248199278,1248199279,1,1.0,18.0, kwik dresser
2009-07-21 14:01:27,2009-07-21 14:01:30,1248199287,1248199290,3,1.0,18.0, kwik dresser
2009-07-21 14:01:43,2009-07-21 14:01:45,1248199303,1248199305,2,1.0,18.0, kwik dresser
2009-07-21 14:01:49,2009-07-21 14:01:51,1248199309,1248199311,2,1.0,18.0, kwik dresser
2009-07-21 14:02:43,2009-07-21 14:37:48,1248199363,1248201468,2105,1.0,18.0, kwik dresser
2009-07-21 14:04:04,2009-07-21 14:04:12,1248199444,1248199452,8,1.0,7.0, frontdoor
2009-07-21 14:37:50,2009-07-21 14:37:51,1248201470,1248201471,1,1.0,18.0, kwik dresser
2009-07-21 14:37:56,2009-07-21 14:37:57,1248201476,1248201477,1,1.0,18.0, kwik dresser
2009-07-21 14:37:59,2009-07-21 14:38:00,1248201479,1248201480,1,1.0,18.0, kwik dresser
2009-07-21 14:38:02,2009-07-21 15:15:41,1248201482,1248203741,2259,1.0,18.0, kwik dresser
2009-07-21 15:15:45,2009-07-21 15:15:52,1248203745,1248203752,7,1.0,18.0, kwik dresser
2009-07-21 15:16:07,2009-07-21 15:16:09,1248203767,1248203769,2,1.0,18.0, kwik dresser
2009-07-21 15:16:22,2009-07-21 15:16:24,1248203782,1248203784,2,1.0,18.0, kwik dresser
2009-07-21 15:16:27,2009-07-21 15:16:29,1248203787,1248203789,2,1.0,18.0, kwik dresser
2009-07-21 15:16:30,2009-07-21 15:16:31,1248203790,1248203791,1,1.0,18.0, kwik dresser
2009-07-21 15:16:42,2009-07-21 15:16:44,1248203802,1248203804,2,1.0,18.0, kwik dresser
2009-07-21 15:16:46,2009-07-21 15:16:48,1248203806,1248203808,2,1.0,18.0, kwik dresser
2009-07-21 15:16:51,2009-07-21 15:16:53,1248203811,1248203813,2,1.0,18.0, kwik dresser
2009-07-21 15:16:53,2009-07-21 15:16:55,1248203813,1248203815,2,1.0,18.0, kwik dresser
2009-07-21 15:16:57,2009-07-21 15:16:59,1248203817,1248203819,2,1.0,18.0, kwik dresser
2009-07-21 15:17:00,2009-07-21 15:17:01,1248203820,1248203821,1,1.0,18.0, kwik dresser
2009-07-21 15:17:04,2009-07-21 15:52:54,1248203824,1248205974,2150,1.0,18.0, kwik dresser
2009-07-21 15:52:57,2009-07-21 15:52:59,1248205977,1248205979,2,1.0,18.0, kwik dresser
2009-07-21 15:54:06,2009-07-21 15:54:08,1248206046,1248206048,2,1.0,18.0, kwik dresser
2009-07-21 15:55:08,2009-07-21 15:55:09,1248206108,1248206109,1,1.0,18.0, kwik dresser
2009-07-21 15:56:16,2009-07-21 15:56:18,1248206176,1248206178,2,1.0,18.0, kwik dresser
2009-07-21 15:58:13,2009-07-21 15:58:15,1248206293,1248206295,2,1.0,18.0, kwik dresser
2009-07-21 15:58:46,2009-07-21 15:58:48,1248206326,1248206328,2,1.0,18.0, kwik dresser
2009-07-21 15:58:48,2009-07-21 15:58:50,1248206328,1248206330,2,1.0,18.0, kwik dresser
2009-07-21 15:59:29,2009-07-21 15:59:31,1248206369,1248206371,2,1.0,18.0, kwik dresser
2009-07-21 15:59:32,2009-07-21 15:59:34,1248206372,1248206374,2,1.0,18.0, kwik dresser
2009-07-21 15:59:42,2009-07-21 15:59:43,1248206382,1248206383,1,1.0,18.0, kwik dresser
2009-07-21 15:59:47,2009-07-21 15:59:51,1248206387,1248206391,4,1.0,18.0, kwik dresser
2009-07-21 15:59:52,2009-07-21 15:59:53,1248206392,1248206393,1,1.0,18.0, kwik dresser
2009-07-21 15:59:54,2009-07-21 15:59:55,1248206394,1248206395,1,1.0,18.0, kwik dresser
2009-07-21 15:59:58,2009-07-21 16:00:00,1248206398,1248206400,2,1.0,18.0, kwik dresser
2009-07-21 16:00:02,2009-07-21 16:00:04,1248206402,1248206404,2,1.0,18.0, kwik dresser
2009-07-21 16:00:04,2009-07-21 16:00:06,1248206404,1248206406,2,1.0,18.0, kwik dresser
2009-07-21 16:00:14,2009-07-21 16:00:15,1248206414,1248206415,1,1.0,18.0, kwik dresser
2009-07-21 16:00:21,2009-07-21 16:00:22,1248206421,1248206422,1,1.0,18.0, kwik dresser
2009-07-21 16:00:30,2009-07-21 16:00:32,1248206430,1248206432,2,1.0,18.0, kwik dresser
2009-07-21 16:01:07,2009-07-21 16:01:16,1248206467,1248206476,9,1.0,18.0, kwik dresser
2009-07-21 16:01:16,2009-07-21 16:01:18,1248206476,1248206478,2,1.0,18.0, kwik dresser
2009-07-21 16:01:18,2009-07-21 16:01:20,1248206478,1248206480,2,1.0,18.0, kwik dresser
2009-07-21 16:01:22,2009-07-21 16:01:27,1248206482,1248206487,5,1.0,18.0, kwik dresser
2009-07-21 16:01:27,2009-07-21 16:01:29,1248206487,1248206489,2,1.0,18.0, kwik dresser
2009-07-21 16:01:29,2009-07-21 16:01:31,1248206489,1248206491,2,1.0,18.0, kwik dresser
2009-07-21 16:01:31,2009-07-21 16:01:33,1248206491,1248206493,2,1.0,18.0, kwik dresser
2009-07-21 16:01:33,2009-07-21 16:01:35,1248206493,1248206495,2,1.0,18.0, kwik dresser
2009-07-21 16:01:37,2009-07-21 16:01:38,1248206497,1248206498,1,1.0,18.0, kwik dresser
2009-07-21 16:01:39,2009-07-21 16:01:40,1248206499,1248206500,1,1.0,18.0, kwik dresser
2009-07-21 16:01:46,2009-07-21 16:01:48,1248206506,1248206508,2,1.0,18.0, kwik dresser
2009-07-21 16:02:04,2009-07-21 16:02:06,1248206524,1248206526,2,1.0,18.0, kwik dresser
2009-07-21 16:02:06,2009-07-21 16:02:08,1248206526,1248206528,2,1.0,18.0, kwik dresser
2009-07-21 16:02:33,2009-07-21 16:02:34,1248206553,1248206554,1,1.0,18.0, kwik dresser
2009-07-21 16:03:54,2009-07-21 16:03:56,1248206634,1248206636,2,1.0,18.0, kwik dresser
2009-07-21 16:04:03,2009-07-21 16:04:07,1248206643,1248206647,4,1.0,18.0, kwik dresser
2009-07-21 16:04:07,2009-07-21 16:04:09,1248206647,1248206649,2,1.0,18.0, kwik dresser
2009-07-21 16:04:08,2009-07-21 16:04:09,1248206648,1248206649,1,1.0,18.0, kwik dresser
2009-07-21 16:04:14,2009-07-21 16:04:16,1248206654,1248206656,2,1.0,18.0, kwik dresser
2009-07-21 16:04:21,2009-07-21 16:04:22,1248206661,1248206662,1,1.0,18.0, kwik dresser
2009-07-21 16:04:24,2009-07-21 16:04:25,1248206664,1248206665,1,1.0,18.0, kwik dresser
2009-07-21 16:04:27,2009-07-21 16:04:29,1248206667,1248206669,2,1.0,18.0, kwik dresser
2009-07-21 16:04:31,2009-07-21 16:04:33,1248206671,1248206673,2,1.0,18.0, kwik dresser
2009-07-21 16:05:17,2009-07-21 16:05:19,1248206717,1248206719,2,1.0,18.0, kwik dresser
2009-07-21 16:05:33,2009-07-21 16:05:34,1248206733,1248206734,1,1.0,18.0, kwik dresser
2009-07-21 16:05:35,2009-07-21 16:05:36,1248206735,1248206736,1,1.0,18.0, kwik dresser
2009-07-21 16:05:38,2009-07-21 16:05:43,1248206738,1248206743,5,1.0,18.0, kwik dresser
2009-07-21 16:05:44,2009-07-21 16:05:45,1248206744,1248206745,1,1.0,18.0, kwik dresser
2009-07-21 16:05:47,2009-07-21 16:05:49,1248206747,1248206749,2,1.0,18.0, kwik dresser
2009-07-21 16:05:50,2009-07-21 16:05:51,1248206750,1248206751,1,1.0,18.0, kwik dresser
2009-07-21 16:05:53,2009-07-21 16:05:54,1248206753,1248206754,1,1.0,18.0, kwik dresser
2009-07-21 16:05:56,2009-07-21 16:05:58,1248206756,1248206758,2,1.0,18.0, kwik dresser
2009-07-21 16:06:04,2009-07-21 16:06:06,1248206764,1248206766,2,1.0,18.0, kwik dresser
2009-07-21 16:06:06,2009-07-21 16:06:07,1248206766,1248206767,1,1.0,18.0, kwik dresser
2009-07-21 16:06:08,2009-07-21 16:06:09,1248206768,1248206769,1,1.0,18.0, kwik dresser
2009-07-21 16:06:10,2009-07-21 16:06:11,1248206770,1248206771,1,1.0,18.0, kwik dresser
2009-07-21 16:06:34,2009-07-21 16:06:35,1248206794,1248206795,1,1.0,18.0, kwik dresser
2009-07-21 16:08:15,2009-07-21 16:08:17,1248206895,1248206897,2,1.0,18.0, kwik dresser
2009-07-21 16:08:17,2009-07-21 16:08:19,1248206897,1248206899,2,1.0,18.0, kwik dresser
2009-07-21 16:08:19,2009-07-21 16:08:21,1248206899,1248206901,2,1.0,18.0, kwik dresser
2009-07-21 16:08:25,2009-07-21 16:08:26,1248206905,1248206906,1,1.0,18.0, kwik dresser
2009-07-21 16:08:28,2009-07-21 16:08:32,1248206908,1248206912,4,1.0,18.0, kwik dresser
2009-07-21 16:08:33,2009-07-21 16:08:34,1248206913,1248206914,1,1.0,18.0, kwik dresser
2009-07-21 16:08:35,2009-07-21 16:08:36,1248206915,1248206916,1,1.0,18.0, kwik dresser
2009-07-21 16:08:38,2009-07-21 16:08:39,1248206918,1248206919,1,1.0,18.0, kwik dresser
2009-07-21 16:08:43,2009-07-21 16:08:45,1248206923,1248206925,2,1.0,18.0, kwik dresser
2009-07-21 16:08:49,2009-07-21 16:08:58,1248206929,1248206938,9,1.0,18.0, kwik dresser
2009-07-21 16:08:59,2009-07-21 16:09:00,1248206939,1248206940,1,1.0,18.0, kwik dresser
2009-07-21 16:09:02,2009-07-21 16:09:04,1248206942,1248206944,2,1.0,18.0, kwik dresser
2009-07-21 16:09:05,2009-07-21 16:09:07,1248206945,1248206947,2,1.0,18.0, kwik dresser
2009-07-21 16:09:11,2009-07-21 16:09:20,1248206951,1248206960,9,1.0,18.0, kwik dresser
2009-07-21 16:09:19,2009-07-21 16:09:20,1248206959,1248206960,1,1.0,18.0, kwik dresser
2009-07-21 16:09:23,2009-07-21 16:09:24,1248206963,1248206964,1,1.0,18.0, kwik dresser
2009-07-21 16:09:25,2009-07-21 16:09:26,1248206965,1248206966,1,1.0,18.0, kwik dresser
2009-07-21 16:09:28,2009-07-21 16:09:29,1248206968,1248206969,1,1.0,18.0, kwik dresser
2009-07-21 16:09:31,2009-07-21 16:09:33,1248206971,1248206973,2,1.0,18.0, kwik dresser
2009-07-21 16:09:33,2009-07-21 16:09:35,1248206973,1248206975,2,1.0,18.0, kwik dresser
2009-07-21 16:09:37,2009-07-21 16:09:39,1248206977,1248206979,2,1.0,18.0, kwik dresser
2009-07-21 16:10:07,2009-07-21 16:10:08,1248207007,1248207008,1,1.0,18.0, kwik dresser
2009-07-21 16:10:08,2009-07-21 16:10:10,1248207008,1248207010,2,1.0,18.0, kwik dresser
2009-07-21 16:10:12,2009-07-21 16:10:18,1248207012,1248207018,6,1.0,18.0, kwik dresser
2009-07-21 16:10:20,2009-07-21 16:10:21,1248207020,1248207021,1,1.0,18.0, kwik dresser
2009-07-21 16:10:34,2009-07-21 16:10:36,1248207034,1248207036,2,1.0,18.0, kwik dresser
2009-07-21 16:10:35,2009-07-21 16:10:36,1248207035,1248207036,1,1.0,18.0, kwik dresser
2009-07-21 16:10:38,2009-07-21 16:10:40,1248207038,1248207040,2,1.0,18.0, kwik dresser
2009-07-21 16:10:42,2009-07-21 16:10:44,1248207042,1248207044,2,1.0,18.0, kwik dresser
2009-07-21 16:10:51,2009-07-21 16:10:55,1248207051,1248207055,4,1.0,18.0, kwik dresser
2009-07-21 16:12:31,2009-07-21 16:12:33,1248207151,1248207153,2,1.0,18.0, kwik dresser
2009-07-21 16:12:39,2009-07-21 16:12:42,1248207159,1248207162,3,1.0,18.0, kwik dresser
2009-07-21 16:12:42,2009-07-21 16:12:44,1248207162,1248207164,2,1.0,18.0, kwik dresser
2009-07-21 16:12:44,2009-07-21 16:12:46,1248207164,1248207166,2,1.0,18.0, kwik dresser
2009-07-21 16:12:46,2009-07-21 16:12:48,1248207166,1248207168,2,1.0,18.0, kwik dresser
2009-07-21 16:12:48,2009-07-21 16:12:50,1248207168,1248207170,2,1.0,18.0, kwik dresser
2009-07-21 16:13:03,2009-07-21 16:13:05,1248207183,1248207185,2,1.0,18.0, kwik dresser
2009-07-21 16:13:09,2009-07-21 16:13:10,1248207189,1248207190,1,1.0,18.0, kwik dresser
2009-07-21 16:13:12,2009-07-21 16:13:14,1248207192,1248207194,2,1.0,18.0, kwik dresser
2009-07-21 16:13:16,2009-07-21 16:13:18,1248207196,1248207198,2,1.0,18.0, kwik dresser
2009-07-21 16:13:24,2009-07-21 16:13:25,1248207204,1248207205,1,1.0,18.0, kwik dresser
2009-07-21 16:13:27,2009-07-21 16:13:29,1248207207,1248207209,2,1.0,18.0, kwik dresser
2009-07-21 16:13:29,2009-07-21 16:13:31,1248207209,1248207211,2,1.0,18.0, kwik dresser
2009-07-21 16:13:31,2009-07-21 16:13:32,1248207211,1248207212,1,1.0,18.0, kwik dresser
2009-07-21 16:13:34,2009-07-21 16:13:36,1248207214,1248207216,2,1.0,18.0, kwik dresser
2009-07-21 16:13:45,2009-07-21 16:13:47,1248207225,1248207227,2,1.0,18.0, kwik dresser
2009-07-21 16:14:02,2009-07-21 16:14:04,1248207242,1248207244,2,1.0,18.0, kwik dresser
2009-07-21 16:14:08,2009-07-21 16:14:10,1248207248,1248207250,2,1.0,18.0, kwik dresser
2009-07-21 16:14:11,2009-07-21 16:14:15,1248207251,1248207255,4,1.0,18.0, kwik dresser
2009-07-21 16:14:17,2009-07-21 16:14:19,1248207257,1248207259,2,1.0,18.0, kwik dresser
2009-07-21 16:14:21,2009-07-21 16:14:22,1248207261,1248207262,1,1.0,18.0, kwik dresser
2009-07-21 16:14:23,2009-07-21 16:14:24,1248207263,1248207264,1,1.0,18.0, kwik dresser
2009-07-21 16:14:24,2009-07-21 16:14:26,1248207264,1248207266,2,1.0,18.0, kwik dresser
2009-07-21 16:14:28,2009-07-21 16:15:18,1248207268,1248207318,50,1.0,18.0, kwik dresser
2009-07-21 16:15:20,2009-07-21 16:15:22,1248207320,1248207322,2,1.0,18.0, kwik dresser
2009-07-21 16:15:23,2009-07-21 16:15:24,1248207323,1248207324,1,1.0,18.0, kwik dresser
2009-07-21 16:15:29,2009-07-21 16:15:31,1248207329,1248207331,2,1.0,18.0, kwik dresser
2009-07-21 16:15:58,2009-07-21 16:15:59,1248207358,1248207359,1,1.0,18.0, kwik dresser
2009-07-21 16:15:59,2009-07-21 16:16:01,1248207359,1248207361,2,1.0,18.0, kwik dresser
2009-07-21 16:16:03,2009-07-21 16:16:04,1248207363,1248207364,1,1.0,18.0, kwik dresser
2009-07-21 16:16:05,2009-07-21 16:16:06,1248207365,1248207366,1,1.0,18.0, kwik dresser
2009-07-21 16:16:07,2009-07-21 16:16:08,1248207367,1248207368,1,1.0,18.0, kwik dresser
2009-07-21 16:16:10,2009-07-21 16:16:12,1248207370,1248207372,2,1.0,18.0, kwik dresser
2009-07-21 16:16:13,2009-07-21 16:16:14,1248207373,1248207374,1,1.0,18.0, kwik dresser
2009-07-21 16:16:17,2009-07-21 16:16:19,1248207377,1248207379,2,1.0,18.0, kwik dresser
2009-07-21 16:16:18,2009-07-21 16:16:19,1248207378,1248207379,1,1.0,18.0, kwik dresser
2009-07-21 16:16:22,2009-07-21 16:16:23,1248207382,1248207383,1,1.0,18.0, kwik dresser
2009-07-21 16:16:25,2009-07-21 16:16:27,1248207385,1248207387,2,1.0,18.0, kwik dresser
2009-07-21 16:16:29,2009-07-21 16:16:30,1248207389,1248207390,1,1.0,18.0, kwik dresser
2009-07-21 16:16:29,2009-07-21 16:16:30,1248207389,1248207390,1,1.0,18.0, kwik dresser
2009-07-21 16:16:31,2009-07-21 16:16:32,1248207391,1248207392,1,1.0,18.0, kwik dresser
2009-07-21 16:16:51,2009-07-21 16:16:53,1248207411,1248207413,2,1.0,18.0, kwik dresser
2009-07-21 16:17:15,2009-07-21 16:17:17,1248207435,1248207437,2,1.0,18.0, kwik dresser
2009-07-21 16:17:47,2009-07-21 16:17:48,1248207467,1248207468,1,1.0,18.0, kwik dresser
2009-07-21 16:18:06,2009-07-21 16:18:07,1248207486,1248207487,1,1.0,18.0, kwik dresser
2009-07-21 16:18:37,2009-07-21 16:18:38,1248207517,1248207518,1,1.0,18.0, kwik dresser
2009-07-21 16:18:38,2009-07-21 16:18:40,1248207518,1248207520,2,1.0,18.0, kwik dresser
2009-07-21 16:18:42,2009-07-21 16:18:46,1248207522,1248207526,4,1.0,18.0, kwik dresser
2009-07-21 16:18:48,2009-07-21 16:18:51,1248207528,1248207531,3,1.0,18.0, kwik dresser
2009-07-21 16:18:53,2009-07-21 16:18:55,1248207533,1248207535,2,1.0,18.0, kwik dresser
2009-07-21 16:18:55,2009-07-21 16:18:57,1248207535,1248207537,2,1.0,18.0, kwik dresser
2009-07-21 16:18:59,2009-07-21 16:18:59,1248207539,1248207539,0,1.0,18.0, kwik dresser
2009-07-21 16:19:00,2009-07-21 16:19:01,1248207540,1248207541,1,1.0,18.0, kwik dresser
2009-07-21 16:19:04,2009-07-21 16:19:06,1248207544,1248207546,2,1.0,18.0, kwik dresser
2009-07-21 16:19:08,2009-07-21 16:19:10,1248207548,1248207550,2,1.0,18.0, kwik dresser
2009-07-21 16:19:11,2009-07-21 16:19:12,1248207551,1248207552,1,1.0,18.0, kwik dresser
2009-07-21 16:19:14,2009-07-21 16:19:15,1248207554,1248207555,1,1.0,18.0, kwik dresser
2009-07-21 16:19:37,2009-07-21 16:19:38,1248207577,1248207578,1,1.0,18.0, kwik dresser
2009-07-21 16:19:41,2009-07-21 16:19:43,1248207581,1248207583,2,1.0,18.0, kwik dresser
2009-07-21 16:19:47,2009-07-21 16:19:49,1248207587,1248207589,2,1.0,18.0, kwik dresser
2009-07-21 16:19:54,2009-07-21 16:19:56,1248207594,1248207596,2,1.0,18.0, kwik dresser
2009-07-21 16:19:56,2009-07-21 16:19:58,1248207596,1248207598,2,1.0,18.0, kwik dresser
2009-07-21 16:20:03,2009-07-21 16:20:04,1248207603,1248207604,1,1.0,18.0, kwik dresser
2009-07-21 16:20:22,2009-07-21 16:20:24,1248207622,1248207624,2,1.0,18.0, kwik dresser
2009-07-21 16:20:38,2009-07-21 16:20:39,1248207638,1248207639,1,1.0,18.0, kwik dresser
2009-07-21 16:20:54,2009-07-21 16:20:56,1248207654,1248207656,2,1.0,18.0, kwik dresser
2009-07-21 16:21:10,2009-07-21 16:21:12,1248207670,1248207672,2,1.0,18.0, kwik dresser
2009-07-21 16:21:13,2009-07-21 16:21:14,1248207673,1248207674,1,1.0,18.0, kwik dresser
2009-07-21 16:21:15,2009-07-21 16:21:16,1248207675,1248207676,1,1.0,18.0, kwik dresser
