start_time,end_time,start_sec,end_sec,diff_sec,label,meaning
2008-11-22 13:36:00,2008-11-22 15:08:00,1227378960,1227384480,5520,28.0,relax
2008-11-22 15:10:29,2008-11-22 15:11:30,1227384629,1227384690,61,4.0,use toilet downstairs
2008-11-22 15:13:29,2008-11-22 21:02:30,1227384809,1227405750,20941,1.0,leave house
2008-11-22 21:11:19,2008-11-23 04:23:29,1227406279,1227432209,25930,10.0,go to bed
2008-11-23 00:28:50,2008-11-23 00:29:50,1227418130,1227418190,60,7.0,use toilet upstairs
2008-11-23 04:24:00,2008-11-23 04:26:40,1227432240,1227432400,160,7.0,use toilet upstairs
2008-11-23 04:25:59,2008-11-23 04:30:00,1227432359,1227432600,241,5.0,take shower
2008-11-23 04:33:30,2008-11-23 04:37:29,1227432810,1227433049,239,11.0,get dressed
2008-11-23 04:37:40,2008-11-23 04:40:20,1227433060,1227433220,160,6.0,brush teeth
2008-11-23 04:44:10,2008-11-23 11:14:10,1227433450,1227456850,23400,1.0,leave house
2008-11-23 11:14:29,2008-11-23 11:15:19,1227456869,1227456919,50,4.0,use toilet downstairs
2008-11-23 11:44:20,2008-11-23 12:10:49,1227458660,1227460249,1589,28.0,relax
2008-11-23 12:11:30,2008-11-23 16:55:19,1227460290,1227477319,17029,1.0,leave house
2008-11-23 16:56:44,2008-11-23 16:58:19,1227477404,1227477499,95,4.0,use toilet downstairs
2008-11-23 17:00:30,2008-11-23 19:01:19,1227477630,1227484879,7249,28.0,relax
2008-11-23 18:14:00,2008-11-23 18:15:09,1227482040,1227482109,69,17.0,get drink
2008-11-23 19:15:19,2008-11-23 19:16:30,1227485719,1227485790,71,7.0,use toilet upstairs
2008-11-23 19:16:30,2008-11-23 19:23:25,1227485790,1227486205,415,9.0,shave
2008-11-23 19:25:50,2008-11-24 02:28:29,1227486350,1227511709,25359,10.0,go to bed
2008-11-24 02:29:30,2008-11-24 02:30:20,1227511770,1227511820,50,7.0,use toilet upstairs
2008-11-24 02:34:10,2008-11-24 02:57:10,1227512050,1227513430,1380,13.0,prepare Breakfast
2008-11-24 02:43:10,2008-11-24 02:45:30,1227512590,1227512730,140,11.0,get dressed
2008-11-24 02:57:10,2008-11-24 03:08:10,1227513430,1227514090,660,3.0,Eating
2008-11-24 04:33:59,2008-11-24 04:38:30,1227519239,1227519510,271,6.0,brush teeth
2008-11-24 04:39:20,2008-11-24 04:39:50,1227519560,1227519590,30,7.0,use toilet upstairs
2008-11-24 06:19:30,2008-11-24 06:25:00,1227525570,1227525900,330,17.0,get drink
2008-11-24 06:26:39,2008-11-24 07:09:40,1227525999,1227528580,2581,28.0,relax
2008-11-24 08:07:39,2008-11-24 08:08:29,1227532059,1227532109,50,4.0,use toilet downstairs
2008-11-24 08:10:00,2008-11-24 08:15:19,1227532200,1227532519,319,14.0,prepare Lunch
2008-11-24 08:15:19,2008-11-24 08:29:30,1227532519,1227533370,851,3.0,Eating
2008-11-24 09:36:30,2008-11-24 10:01:10,1227537390,1227538870,1480,28.0,relax
2008-11-24 11:46:30,2008-11-24 11:47:20,1227545190,1227545240,50,4.0,use toilet downstairs
2008-11-24 11:58:59,2008-11-24 12:37:30,1227545939,1227548250,2311,15.0,prepare Dinner
2008-11-24 12:37:30,2008-11-24 12:57:59,1227548250,1227549479,1229,3.0,Eating
2008-11-24 13:00:00,2008-11-24 13:15:30,1227549600,1227550530,930,28.0,relax
2008-11-24 13:16:09,2008-11-24 13:22:50,1227550569,1227550970,401,5.0,take shower
2008-11-24 13:22:52,2008-11-24 13:26:20,1227550972,1227551180,208,6.0,brush teeth
2008-11-24 13:27:00,2008-11-24 13:28:09,1227551220,1227551289,69,11.0,get dressed
2008-11-24 13:33:39,2008-11-24 13:42:00,1227551619,1227552120,501,28.0,relax
2008-11-24 13:38:19,2008-11-24 13:40:20,1227551899,1227552020,121,4.0,use toilet downstairs
2008-11-24 13:43:19,2008-11-24 17:22:20,1227552199,1227565340,13141,1.0,leave house
2008-11-24 17:24:59,2008-11-24 17:40:39,1227565499,1227566439,940,1.0,leave house
2008-11-24 18:34:50,2008-11-24 18:35:20,1227569690,1227569720,30,16.0,get snack
2008-11-24 19:14:50,2008-11-24 19:15:40,1227572090,1227572140,50,4.0,use toilet downstairs
2008-11-24 19:17:29,2008-11-24 19:42:59,1227572249,1227573779,1530,28.0,relax
2008-11-24 19:44:30,2008-11-24 19:48:20,1227573870,1227574100,230,6.0,brush teeth
2008-11-24 19:48:09,2008-11-24 19:48:50,1227574089,1227574130,41,7.0,use toilet upstairs
2008-11-24 19:50:30,2008-11-25 01:56:00,1227574230,1227596160,21930,10.0,go to bed
2008-11-25 01:57:19,2008-11-25 01:59:29,1227596239,1227596369,130,7.0,use toilet upstairs
2008-11-25 02:00:19,2008-11-25 02:06:10,1227596419,1227596770,351,5.0,take shower
2008-11-25 02:07:20,2008-11-25 02:10:29,1227596840,1227597029,189,11.0,get dressed
2008-11-25 02:14:29,2008-11-25 02:16:29,1227597269,1227597389,120,14.0,prepare Lunch
2008-11-25 02:20:10,2008-11-25 11:44:59,1227597610,1227631499,33889,1.0,leave house
2008-11-25 12:01:00,2008-11-25 12:35:59,1227632460,1227634559,2099,15.0,prepare Dinner
2008-11-25 12:05:30,2008-11-25 12:06:30,1227632730,1227632790,60,4.0,use toilet downstairs
2008-11-25 12:36:40,2008-11-25 12:57:20,1227634600,1227635840,1240,3.0,Eating
2008-11-25 12:57:50,2008-11-25 13:05:00,1227635870,1227636300,430,28.0,relax
2008-11-25 13:06:55,2008-11-25 13:11:20,1227636415,1227636680,265,6.0,brush teeth
2008-11-25 13:11:29,2008-11-25 13:12:14,1227636689,1227636734,45,7.0,use toilet upstairs
2008-11-25 13:14:29,2008-11-25 13:20:14,1227636869,1227637214,345,9.0,shave
2008-11-25 13:31:40,2008-11-25 17:01:24,1227637900,1227650484,12584,1.0,leave house
2008-11-25 17:02:05,2008-11-25 17:03:10,1227650525,1227650590,65,4.0,use toilet downstairs
2008-11-25 17:04:39,2008-11-25 17:09:00,1227650679,1227650940,261,28.0,relax
2008-11-25 18:20:20,2008-11-25 18:23:00,1227655220,1227655380,160,16.0,get snack
2008-11-25 18:23:22,2008-11-25 19:45:00,1227655402,1227660300,4898,28.0,relax
2008-11-25 19:13:19,2008-11-25 19:14:35,1227658399,1227658475,76,7.0,use toilet upstairs
2008-11-25 19:19:30,2008-11-25 19:19:39,1227658770,1227658779,9,16.0,get snack
2008-11-25 19:45:44,2008-11-25 19:46:30,1227660344,1227660390,46,7.0,use toilet upstairs
2008-11-25 19:47:00,2008-11-25 19:48:59,1227660420,1227660539,119,6.0,brush teeth
2008-11-25 19:49:10,2008-11-26 03:12:59,1227660550,1227687179,26629,10.0,go to bed
2008-11-25 19:51:10,2008-11-25 19:51:29,1227660670,1227660689,19,12.0,take medication
2008-11-26 03:16:10,2008-11-26 03:17:30,1227687370,1227687450,80,7.0,use toilet upstairs
2008-11-26 03:17:59,2008-11-26 03:23:20,1227687479,1227687800,321,5.0,take shower
2008-11-26 03:23:44,2008-11-26 03:27:49,1227687824,1227688069,245,11.0,get dressed
2008-11-26 03:34:59,2008-11-26 03:36:40,1227688499,1227688600,101,6.0,brush teeth
2008-11-26 03:42:00,2008-11-26 11:58:59,1227688920,1227718739,29819,1.0,leave house
2008-11-26 12:08:10,2008-11-26 12:08:54,1227719290,1227719334,44,4.0,use toilet downstairs
2008-11-26 12:15:29,2008-11-26 14:13:00,1227719729,1227726780,7051,28.0,relax
2008-11-26 14:13:09,2008-11-26 14:14:10,1227726789,1227726850,61,4.0,use toilet downstairs
2008-11-26 14:33:59,2008-11-26 16:48:40,1227728039,1227736120,8081,1.0,leave house
2008-11-26 16:49:30,2008-11-26 17:08:49,1227736170,1227737329,1159,28.0,relax
2008-11-26 16:51:10,2008-11-26 16:51:59,1227736270,1227736319,49,16.0,get snack
2008-11-26 18:04:29,2008-11-26 19:03:29,1227740669,1227744209,3540,28.0,relax
2008-11-26 18:38:49,2008-11-26 18:39:30,1227742729,1227742770,41,16.0,get snack
2008-11-26 18:48:20,2008-11-26 18:49:09,1227743300,1227743349,49,4.0,use toilet downstairs
2008-11-26 19:04:49,2008-11-26 19:07:15,1227744289,1227744435,146,6.0,brush teeth
2008-11-26 19:07:49,2008-11-27 01:51:49,1227744469,1227768709,24240,10.0,go to bed
2008-11-26 19:11:20,2008-11-26 19:12:19,1227744680,1227744739,59,4.0,use toilet downstairs
2008-11-26 19:11:59,2008-11-26 19:13:00,1227744719,1227744780,61,12.0,take medication
2008-11-27 01:52:10,2008-11-27 01:53:50,1227768730,1227768830,100,7.0,use toilet upstairs
2008-11-27 01:53:59,2008-11-27 01:59:29,1227768839,1227769169,330,5.0,take shower
2008-11-27 01:59:59,2008-11-27 02:02:00,1227769199,1227769320,121,6.0,brush teeth
2008-11-27 02:02:55,2008-11-27 02:05:59,1227769375,1227769559,184,11.0,get dressed
2008-11-27 02:13:59,2008-11-27 02:17:14,1227770039,1227770234,195,14.0,prepare Lunch
2008-11-27 02:20:30,2008-11-27 12:15:29,1227770430,1227806129,35699,1.0,leave house
2008-11-27 12:18:29,2008-11-27 12:45:50,1227806309,1227807950,1641,15.0,prepare Dinner
2008-11-27 12:45:50,2008-11-27 12:57:29,1227807950,1227808649,699,3.0,Eating
2008-11-27 12:58:19,2008-11-27 13:04:49,1227808699,1227809089,390,28.0,relax
2008-11-27 13:04:49,2008-11-27 13:05:39,1227809089,1227809139,50,4.0,use toilet downstairs
2008-11-27 13:07:10,2008-11-27 13:11:20,1227809230,1227809480,250,6.0,brush teeth
2008-11-27 13:22:09,2008-11-27 15:10:40,1227810129,1227816640,6511,1.0,leave house
2008-11-27 15:14:39,2008-11-27 15:17:30,1227816879,1227817050,171,4.0,use toilet downstairs
2008-11-27 15:18:50,2008-11-27 17:36:49,1227817130,1227825409,8279,1.0,leave house
2008-11-27 17:38:59,2008-11-27 19:11:09,1227825539,1227831069,5530,28.0,relax
2008-11-27 17:41:55,2008-11-27 17:42:25,1227825715,1227825745,30,16.0,get snack
2008-11-27 19:17:35,2008-11-27 19:19:59,1227831455,1227831599,144,6.0,brush teeth
2008-11-27 19:20:59,2008-11-28 02:09:54,1227831659,1227856194,24535,10.0,go to bed
2008-11-28 02:10:59,2008-11-28 02:11:29,1227856259,1227856289,30,7.0,use toilet upstairs
2008-11-28 02:12:00,2008-11-28 02:16:20,1227856320,1227856580,260,5.0,take shower
2008-11-28 02:18:00,2008-11-28 02:21:30,1227856680,1227856890,210,11.0,get dressed
2008-11-28 02:29:00,2008-11-28 13:52:30,1227857340,1227898350,41010,1.0,leave house
2008-11-28 13:59:55,2008-11-28 14:01:19,1227898795,1227898879,84,4.0,use toilet downstairs
2008-11-28 14:25:49,2008-11-28 14:26:50,1227900349,1227900410,61,4.0,use toilet downstairs
2008-11-28 14:30:29,2008-11-28 14:33:29,1227900629,1227900809,180,6.0,brush teeth
2008-11-28 15:01:00,2008-11-28 15:09:30,1227902460,1227902970,510,15.0,prepare Dinner
2008-11-28 15:09:30,2008-11-28 15:19:34,1227902970,1227903574,604,3.0,Eating
2008-11-28 16:01:40,2008-11-28 16:14:50,1227906100,1227906890,790,28.0,relax
2008-11-28 16:14:59,2008-11-28 17:37:49,1227906899,1227911869,4970,1.0,leave house
2008-11-28 17:38:30,2008-11-28 17:39:20,1227911910,1227911960,50,4.0,use toilet downstairs
2008-11-28 17:43:10,2008-11-28 17:46:15,1227912190,1227912375,185,17.0,get drink
2008-11-28 17:47:40,2008-11-28 18:42:34,1227912460,1227915754,3294,1.0,leave house
2008-11-28 18:45:50,2008-11-29 02:18:00,1227915950,1227943080,27130,10.0,go to bed
2008-11-29 02:18:30,2008-11-29 02:20:30,1227943110,1227943230,120,7.0,use toilet upstairs
2008-11-29 02:22:29,2008-11-29 02:24:20,1227943349,1227943460,111,11.0,get dressed
2008-11-29 02:28:10,2008-11-29 02:30:35,1227943690,1227943835,145,13.0,prepare Breakfast
2008-11-29 02:30:40,2008-11-29 02:33:09,1227943840,1227943989,149,3.0,Eating
2008-11-29 02:35:35,2008-11-29 06:20:59,1227944135,1227957659,13524,1.0,leave house
2008-11-29 06:23:59,2008-11-29 06:24:44,1227957839,1227957884,45,4.0,use toilet downstairs
2008-11-29 06:44:10,2008-11-29 11:41:20,1227959050,1227976880,17830,1.0,leave house
2008-11-29 11:52:50,2008-11-29 11:54:04,1227977570,1227977644,74,7.0,use toilet upstairs
2008-11-29 11:55:39,2008-11-29 12:01:29,1227977739,1227978089,350,9.0,shave
2008-11-29 12:07:29,2008-11-29 12:57:50,1227978449,1227981470,3021,1.0,leave house
2008-11-29 13:03:44,2008-11-29 13:20:49,1227981824,1227982849,1025,15.0,prepare Dinner
2008-11-29 13:20:59,2008-11-29 13:31:50,1227982859,1227983510,651,3.0,Eating
2008-11-29 13:32:19,2008-11-29 13:49:30,1227983539,1227984570,1031,28.0,relax
2008-11-29 13:50:00,2008-11-29 14:09:49,1227984600,1227985789,1189,5.0,take shower
2008-11-29 13:54:29,2008-11-29 13:59:20,1227984869,1227985160,291,6.0,brush teeth
2008-11-29 13:59:29,2008-11-29 13:59:59,1227985169,1227985199,30,7.0,use toilet upstairs
2008-11-29 14:10:29,2008-11-29 14:13:09,1227985829,1227985989,160,11.0,get dressed
2008-11-29 14:19:25,2008-11-29 20:41:24,1227986365,1228009284,22919,1.0,leave house
2008-11-29 20:45:30,2008-11-29 20:46:39,1228009530,1228009599,69,7.0,use toilet upstairs
2008-11-29 20:47:09,2008-11-29 20:49:20,1228009629,1228009760,131,6.0,brush teeth
2008-11-29 20:49:59,2008-11-30 03:51:50,1228009799,1228035110,25311,10.0,go to bed
2008-11-30 03:52:55,2008-11-30 03:53:39,1228035175,1228035219,44,7.0,use toilet upstairs
2008-11-30 03:54:00,2008-11-30 03:58:45,1228035240,1228035525,285,11.0,get dressed
2008-11-30 04:00:59,2008-11-30 04:03:40,1228035659,1228035820,161,13.0,prepare Breakfast
2008-11-30 04:03:50,2008-11-30 04:16:39,1228035830,1228036599,769,3.0,Eating
2008-11-30 04:16:50,2008-11-30 04:35:40,1228036610,1228037740,1130,28.0,relax
2008-11-30 04:39:00,2008-11-30 07:45:44,1228037940,1228049144,11204,1.0,leave house
2008-11-30 07:46:30,2008-11-30 07:47:19,1228049190,1228049239,49,4.0,use toilet downstairs
2008-11-30 07:57:34,2008-11-30 08:10:00,1228049854,1228050600,746,28.0,relax
2008-11-30 08:11:40,2008-11-30 08:46:00,1228050700,1228052760,2060,5.0,take shower
2008-11-30 08:46:54,2008-11-30 08:49:59,1228052814,1228052999,185,11.0,get dressed
2008-11-30 08:51:30,2008-11-30 09:17:24,1228053090,1228054644,1554,28.0,relax
2008-11-30 09:17:45,2008-11-30 09:28:15,1228054665,1228055295,630,14.0,prepare Lunch
2008-11-30 09:28:30,2008-11-30 09:34:50,1228055310,1228055690,380,3.0,Eating
2008-11-30 09:34:59,2008-11-30 09:45:00,1228055699,1228056300,601,28.0,relax
2008-11-30 09:46:40,2008-11-30 09:48:20,1228056400,1228056500,100,7.0,use toilet upstairs
2008-11-30 09:48:54,2008-11-30 09:51:59,1228056534,1228056719,185,6.0,brush teeth
2008-11-30 09:57:29,2008-11-30 16:33:45,1228057049,1228080825,23776,1.0,leave house
2008-11-30 17:17:55,2008-11-30 19:11:59,1228083475,1228090319,6844,28.0,relax
2008-11-30 19:12:19,2008-11-30 19:13:00,1228090339,1228090380,41,4.0,use toilet downstairs
2008-11-30 19:15:40,2008-11-30 19:19:20,1228090540,1228090760,220,6.0,brush teeth
2008-11-30 19:19:09,2008-12-01 03:20:00,1228090749,1228119600,28851,10.0,go to bed
2008-12-01 03:20:59,2008-12-01 03:22:10,1228119659,1228119730,71,7.0,use toilet upstairs
2008-12-01 03:24:40,2008-12-01 03:26:09,1228119880,1228119969,89,11.0,get dressed
2008-12-01 03:28:54,2008-12-01 03:31:24,1228120134,1228120284,150,4.0,use toilet downstairs
2008-12-01 03:32:29,2008-12-01 03:52:29,1228120349,1228121549,1200,13.0,prepare Breakfast
2008-12-01 03:52:55,2008-12-01 04:09:20,1228121575,1228122560,985,3.0,Eating
2008-12-01 04:42:50,2008-12-01 04:43:34,1228124570,1228124614,44,4.0,use toilet downstairs
2008-12-01 04:47:30,2008-12-01 06:15:20,1228124850,1228130120,5270,1.0,leave house
2008-12-01 06:23:59,2008-12-01 12:25:54,1228130639,1228152354,21715,1.0,leave house
2008-12-01 12:32:29,2008-12-01 13:11:39,1228152749,1228155099,2350,15.0,prepare Dinner
2008-12-01 13:04:10,2008-12-01 13:05:09,1228154650,1228154709,59,4.0,use toilet downstairs
2008-12-01 13:11:00,2008-12-01 13:23:49,1228155060,1228155829,769,3.0,Eating
2008-12-01 13:35:40,2008-12-01 13:38:49,1228156540,1228156729,189,6.0,brush teeth
2008-12-01 13:42:29,2008-12-01 18:48:54,1228156949,1228175334,18385,1.0,leave house
2008-12-01 18:51:20,2008-12-01 19:53:00,1228175480,1228179180,3700,28.0,relax
2008-12-01 19:33:30,2008-12-01 19:39:09,1228178010,1228178349,339,3.0,Eating
2008-12-01 19:39:09,2008-12-01 19:40:51,1228178349,1228178451,102,4.0,use toilet downstairs
2008-12-01 19:56:29,2008-12-01 19:58:30,1228179389,1228179510,121,6.0,brush teeth
2008-12-01 19:59:00,2008-12-02 01:59:44,1228179540,1228201184,21644,10.0,go to bed
2008-12-02 01:09:10,2008-12-02 01:14:00,1228198150,1228198440,290,5.0,take shower
2008-12-02 02:00:34,2008-12-02 02:01:30,1228201234,1228201290,56,7.0,use toilet upstairs
2008-12-02 02:01:45,2008-12-02 02:07:39,1228201305,1228201659,354,5.0,take shower
2008-12-02 02:08:10,2008-12-02 02:12:45,1228201690,1228201965,275,11.0,get dressed
2008-12-02 02:14:40,2008-12-02 02:17:19,1228202080,1228202239,159,14.0,prepare Lunch
2008-12-02 02:21:50,2008-12-02 17:52:00,1228202510,1228258320,55810,1.0,leave house
2008-12-02 18:54:59,2008-12-02 18:56:00,1228262099,1228262160,61,4.0,use toilet downstairs
2008-12-02 19:01:49,2008-12-02 19:09:14,1228262509,1228262954,445,9.0,shave
2008-12-02 19:09:10,2008-12-02 19:13:45,1228262950,1228263225,275,6.0,brush teeth
2008-12-02 19:09:55,2008-12-02 19:34:09,1228262995,1228264449,1454,28.0,relax
2008-12-02 19:35:10,2008-12-03 00:58:29,1228264510,1228283909,19399,10.0,go to bed
2008-12-03 00:59:30,2008-12-03 01:01:19,1228283970,1228284079,109,7.0,use toilet upstairs
2008-12-03 01:14:40,2008-12-03 01:18:49,1228284880,1228285129,249,11.0,get dressed
2008-12-03 01:20:40,2008-12-03 01:21:40,1228285240,1228285300,60,13.0,prepare Breakfast
2008-12-03 01:21:54,2008-12-03 01:25:20,1228285314,1228285520,206,3.0,Eating
2008-12-03 01:36:50,2008-12-03 01:38:39,1228286210,1228286319,109,6.0,brush teeth
2008-12-03 01:48:40,2008-12-03 11:43:15,1228286920,1228322595,35675,1.0,leave house
2008-12-03 11:51:54,2008-12-03 12:43:09,1228323114,1228326189,3075,1.0,leave house
2008-12-03 12:48:59,2008-12-03 13:29:29,1228326539,1228328969,2430,15.0,prepare Dinner
2008-12-03 13:29:55,2008-12-03 13:45:59,1228328995,1228329959,964,3.0,Eating
2008-12-03 13:46:55,2008-12-03 13:48:59,1228330015,1228330139,124,4.0,use toilet downstairs
2008-12-03 13:50:30,2008-12-03 19:05:39,1228330230,1228349139,18909,28.0,relax
2008-12-03 14:58:15,2008-12-03 14:58:55,1228334295,1228334335,40,4.0,use toilet downstairs
2008-12-03 16:49:30,2008-12-03 16:51:49,1228340970,1228341109,139,4.0,use toilet downstairs
2008-12-03 17:04:35,2008-12-03 17:06:30,1228341875,1228341990,115,4.0,use toilet downstairs
2008-12-03 19:14:09,2008-12-03 19:14:50,1228349649,1228349690,41,7.0,use toilet upstairs
2008-12-03 19:16:00,2008-12-04 01:59:00,1228349760,1228373940,24180,10.0,go to bed
2008-12-04 01:59:59,2008-12-04 02:01:15,1228373999,1228374075,76,7.0,use toilet upstairs
2008-12-04 02:01:30,2008-12-04 02:07:00,1228374090,1228374420,330,5.0,take shower
2008-12-04 02:08:20,2008-12-04 02:10:50,1228374500,1228374650,150,11.0,get dressed
2008-12-04 02:21:20,2008-12-04 11:48:30,1228375280,1228409310,34030,1.0,leave house
2008-12-04 12:06:50,2008-12-04 12:35:29,1228410410,1228412129,1719,15.0,prepare Dinner
2008-12-04 12:36:30,2008-12-04 12:51:30,1228412190,1228413090,900,3.0,Eating
2008-12-04 14:29:45,2008-12-04 14:30:29,1228418985,1228419029,44,4.0,use toilet downstairs
2008-12-04 14:44:14,2008-12-04 17:30:14,1228419854,1228429814,9960,1.0,leave house
2008-12-04 17:46:15,2008-12-04 17:47:00,1228430775,1228430820,45,17.0,get drink
2008-12-04 17:47:14,2008-12-04 22:02:30,1228430834,1228446150,15316,28.0,relax
2008-12-04 22:03:20,2008-12-04 22:04:19,1228446200,1228446259,59,4.0,use toilet downstairs
2008-12-04 22:13:15,2008-12-04 22:15:10,1228446795,1228446910,115,6.0,brush teeth
2008-12-04 22:16:39,2008-12-05 02:01:15,1228446999,1228460475,13476,10.0,go to bed
2008-12-05 02:04:30,2008-12-05 02:05:49,1228460670,1228460749,79,4.0,use toilet downstairs
