start_time,end_time,start_sec,end_sec,diff_sec,on,label,meaning
2008-11-19 20:34:05,2008-11-19 20:34:06,1227144845,1227144846,1,1.0,38.0,"wasbak boven, flush "
2008-11-19 20:34:54,2008-11-19 20:34:56,1227144894,1227144896,2,1.0,35.0,"badkuip, pir "
2008-11-19 20:35:02,2008-11-19 20:35:41,1227144902,1227144941,39,1.0,35.0,"badkuip, pir "
2008-11-19 20:35:11,2008-11-19 20:35:13,1227144911,1227144913,2,1.0,16.0,badkamer klapdeur links
2008-11-19 20:35:27,2008-11-19 20:35:28,1227144927,1227144928,1,1.0,16.0,badkamer klapdeur links
2008-11-19 20:35:46,2008-11-20 04:34:44,1227144946,1227173684,28738,1.0,35.0,"badkuip, pir "
2008-11-19 20:36:18,2008-11-19 20:36:20,1227144978,1227144980,2,1.0,16.0,badkamer klapdeur links
2008-11-19 20:38:11,2008-11-20 03:48:22,1227145091,1227170902,25811,1.0,29.0,deur slaapkamer
2008-11-19 20:39:31,2008-11-19 20:39:46,1227145171,1227145186,15,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:39:49,2008-11-19 20:39:51,1227145189,1227145191,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:41:42,2008-11-19 20:41:44,1227145302,1227145304,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:41:44,2008-11-19 20:41:46,1227145304,1227145306,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:43:06,2008-11-19 20:43:08,1227145386,1227145388,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:43:12,2008-11-19 20:43:13,1227145392,1227145393,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:44:01,2008-11-19 20:44:52,1227145441,1227145492,51,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:44:52,2008-11-19 20:44:53,1227145492,1227145493,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:46:28,2008-11-19 20:46:30,1227145588,1227145590,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:46:31,2008-11-19 20:46:32,1227145591,1227145592,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:46:34,2008-11-19 20:46:35,1227145594,1227145595,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:46:37,2008-11-19 20:46:39,1227145597,1227145599,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:46:43,2008-11-19 20:46:45,1227145603,1227145605,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:46:47,2008-11-19 20:46:48,1227145607,1227145608,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:46:54,2008-11-19 20:46:56,1227145614,1227145616,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:48:40,2008-11-19 20:48:41,1227145720,1227145721,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:49:26,2008-11-19 20:49:28,1227145766,1227145768,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:49:29,2008-11-19 20:49:30,1227145769,1227145770,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:49:33,2008-11-19 20:49:58,1227145773,1227145798,25,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:50:17,2008-11-19 20:50:18,1227145817,1227145818,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:50:23,2008-11-19 20:50:25,1227145823,1227145825,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:50:26,2008-11-19 20:50:27,1227145826,1227145827,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:50:30,2008-11-19 20:50:31,1227145830,1227145831,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:51:14,2008-11-19 20:51:15,1227145874,1227145875,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:51:47,2008-11-19 20:51:49,1227145907,1227145909,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:51:52,2008-11-19 20:51:54,1227145912,1227145914,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:51:55,2008-11-19 20:51:56,1227145915,1227145916,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:51:59,2008-11-19 20:52:00,1227145919,1227145920,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:02,2008-11-19 20:52:05,1227145922,1227145925,3,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:07,2008-11-19 20:52:09,1227145927,1227145929,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:11,2008-11-19 20:52:13,1227145931,1227145933,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:14,2008-11-19 20:52:15,1227145934,1227145935,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:18,2008-11-19 20:52:22,1227145938,1227145942,4,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:24,2008-11-19 20:52:26,1227145944,1227145946,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:28,2008-11-19 20:52:30,1227145948,1227145950,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:33,2008-11-19 20:52:35,1227145953,1227145955,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:37,2008-11-19 20:52:39,1227145957,1227145959,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:41,2008-11-19 20:52:44,1227145961,1227145964,3,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:45,2008-11-19 20:52:46,1227145965,1227145966,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:52:57,2008-11-19 20:52:59,1227145977,1227145979,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:53:51,2008-11-19 20:55:09,1227146031,1227146109,78,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:10,2008-11-19 20:55:11,1227146110,1227146111,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:12,2008-11-19 20:55:13,1227146112,1227146113,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:15,2008-11-19 20:55:16,1227146115,1227146116,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:18,2008-11-19 20:55:20,1227146118,1227146120,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:28,2008-11-19 20:55:31,1227146128,1227146131,3,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:32,2008-11-19 20:55:33,1227146132,1227146133,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:37,2008-11-19 20:55:39,1227146137,1227146139,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:41,2008-11-19 20:55:42,1227146141,1227146142,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:46,2008-11-19 20:55:48,1227146146,1227146148,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:51,2008-11-19 20:55:52,1227146151,1227146152,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:55:54,2008-11-19 20:55:55,1227146154,1227146155,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:56:34,2008-11-19 20:56:36,1227146194,1227146196,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:57:34,2008-11-19 20:57:37,1227146254,1227146257,3,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:57:37,2008-11-19 20:57:39,1227146257,1227146259,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:57:40,2008-11-19 20:57:41,1227146260,1227146261,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:57:43,2008-11-19 20:57:45,1227146263,1227146265,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:57:47,2008-11-19 20:57:49,1227146267,1227146269,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:57:50,2008-11-19 20:57:52,1227146270,1227146272,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:57:53,2008-11-19 20:57:54,1227146273,1227146274,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:58:13,2008-11-19 20:58:14,1227146293,1227146294,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:58:15,2008-11-19 20:58:16,1227146295,1227146296,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:58:18,2008-11-19 20:58:20,1227146298,1227146300,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:58:20,2008-11-19 20:58:22,1227146300,1227146302,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 20:58:22,2008-11-19 20:58:24,1227146302,1227146304,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:00:05,2008-11-19 21:00:06,1227146405,1227146406,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:00:47,2008-11-19 21:00:48,1227146447,1227146448,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:00:49,2008-11-19 21:00:50,1227146449,1227146450,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:01:19,2008-11-19 21:01:20,1227146479,1227146480,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:08:22,2008-11-19 21:08:23,1227146902,1227146903,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:08:58,2008-11-19 21:09:00,1227146938,1227146940,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:09:00,2008-11-19 21:09:02,1227146940,1227146942,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:09:04,2008-11-19 21:09:05,1227146944,1227146945,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:09:29,2008-11-19 21:09:41,1227146969,1227146981,12,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:09:44,2008-11-19 21:09:46,1227146984,1227146986,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:09:47,2008-11-19 21:09:48,1227146987,1227146988,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:09:50,2008-11-19 21:09:52,1227146990,1227146992,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:09:54,2008-11-19 21:09:55,1227146994,1227146995,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:09:57,2008-11-19 21:09:59,1227146997,1227146999,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:10:01,2008-11-19 21:10:05,1227147001,1227147005,4,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:10:07,2008-11-19 21:10:08,1227147007,1227147008,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:10:10,2008-11-19 21:10:12,1227147010,1227147012,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:10:18,2008-11-19 21:10:20,1227147018,1227147020,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:10:21,2008-11-19 21:10:23,1227147021,1227147023,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:10:23,2008-11-19 21:10:25,1227147023,1227147025,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:10:57,2008-11-19 21:10:59,1227147057,1227147059,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:11:26,2008-11-19 21:11:28,1227147086,1227147088,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:11:30,2008-11-19 21:11:47,1227147090,1227147107,17,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:11:50,2008-11-19 21:11:52,1227147110,1227147112,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:11:52,2008-11-19 21:11:54,1227147112,1227147114,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:12:17,2008-11-19 21:12:18,1227147137,1227147138,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:12:48,2008-11-19 21:12:50,1227147168,1227147170,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:12:52,2008-11-19 21:12:53,1227147172,1227147173,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:12:53,2008-11-19 21:12:55,1227147173,1227147175,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:12:55,2008-11-19 21:12:57,1227147175,1227147177,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:12:57,2008-11-19 21:12:59,1227147177,1227147179,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:12:59,2008-11-19 21:13:01,1227147179,1227147181,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:03,2008-11-19 21:13:05,1227147183,1227147185,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:05,2008-11-19 21:13:06,1227147185,1227147186,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:07,2008-11-19 21:13:08,1227147187,1227147188,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:09,2008-11-19 21:13:10,1227147189,1227147190,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:12,2008-11-19 21:13:14,1227147192,1227147194,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:15,2008-11-19 21:13:16,1227147195,1227147196,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:18,2008-11-19 21:13:19,1227147198,1227147199,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:19,2008-11-19 21:13:21,1227147199,1227147201,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:31,2008-11-19 21:13:32,1227147211,1227147212,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:33,2008-11-19 21:13:34,1227147213,1227147214,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:38,2008-11-19 21:13:40,1227147218,1227147220,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:13:53,2008-11-19 21:17:50,1227147233,1227147470,237,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:17:54,2008-11-19 21:17:59,1227147474,1227147479,5,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:18:00,2008-11-19 21:18:01,1227147480,1227147481,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:18:02,2008-11-19 21:18:03,1227147482,1227147483,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:18:05,2008-11-19 21:19:06,1227147485,1227147546,61,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:19:06,2008-11-19 21:19:08,1227147546,1227147548,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:19:34,2008-11-19 21:19:36,1227147574,1227147576,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:19:36,2008-11-19 21:23:52,1227147576,1227147832,256,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:23:53,2008-11-19 21:23:54,1227147833,1227147834,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:24:33,2008-11-19 21:24:34,1227147873,1227147874,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:25:05,2008-11-19 21:25:06,1227147905,1227147906,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:25:08,2008-11-19 21:25:11,1227147908,1227147911,3,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:25:13,2008-11-19 21:25:15,1227147913,1227147915,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:25:16,2008-11-19 21:25:17,1227147916,1227147917,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:25:39,2008-11-19 21:29:11,1227147939,1227148151,212,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:29:26,2008-11-19 21:29:27,1227148166,1227148167,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:29:39,2008-11-19 21:29:40,1227148179,1227148180,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:29:54,2008-11-19 21:29:55,1227148194,1227148195,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:29:59,2008-11-19 21:30:01,1227148199,1227148201,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:30:36,2008-11-19 21:30:38,1227148236,1227148238,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:30:39,2008-11-19 21:30:40,1227148239,1227148240,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:30:42,2008-11-19 21:30:43,1227148242,1227148243,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:30:48,2008-11-19 21:30:49,1227148248,1227148249,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:30:52,2008-11-19 21:30:53,1227148252,1227148253,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:30:55,2008-11-19 21:30:56,1227148255,1227148256,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:30:57,2008-11-19 21:30:58,1227148257,1227148258,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:31:00,2008-11-19 21:31:02,1227148260,1227148262,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:31:01,2008-11-19 21:31:02,1227148261,1227148262,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:31:04,2008-11-19 21:31:06,1227148264,1227148266,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:31:08,2008-11-19 21:31:11,1227148268,1227148271,3,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:31:13,2008-11-19 21:31:15,1227148273,1227148275,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:31:15,2008-11-19 21:31:17,1227148275,1227148277,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:31:17,2008-11-19 21:31:19,1227148277,1227148279,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:31:21,2008-11-19 21:31:22,1227148281,1227148282,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:32:27,2008-11-19 21:33:49,1227148347,1227148429,82,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:33:51,2008-11-19 21:33:53,1227148431,1227148433,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:33:54,2008-11-19 21:33:56,1227148434,1227148436,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:33:57,2008-11-19 21:33:58,1227148437,1227148438,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:33:59,2008-11-19 21:34:00,1227148439,1227148440,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:01,2008-11-19 21:34:02,1227148441,1227148442,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:04,2008-11-19 21:34:06,1227148444,1227148446,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:06,2008-11-19 21:34:07,1227148446,1227148447,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:09,2008-11-19 21:34:22,1227148449,1227148462,13,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:24,2008-11-19 21:34:26,1227148464,1227148466,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:32,2008-11-19 21:34:33,1227148472,1227148473,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:33,2008-11-19 21:34:35,1227148473,1227148475,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:35,2008-11-19 21:34:37,1227148475,1227148477,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:34:54,2008-11-19 21:35:03,1227148494,1227148503,9,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:35:06,2008-11-19 21:35:07,1227148506,1227148507,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:36:54,2008-11-19 21:36:56,1227148614,1227148616,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:37:35,2008-11-19 21:37:37,1227148655,1227148657,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:37:41,2008-11-19 21:37:43,1227148661,1227148663,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:37:44,2008-11-19 21:37:46,1227148664,1227148666,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:37:47,2008-11-19 21:37:48,1227148667,1227148668,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:04,2008-11-19 21:38:05,1227148684,1227148685,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:12,2008-11-19 21:38:14,1227148692,1227148694,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:21,2008-11-19 21:38:23,1227148701,1227148703,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:25,2008-11-19 21:38:27,1227148705,1227148707,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:28,2008-11-19 21:38:29,1227148708,1227148709,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:37,2008-11-19 21:38:38,1227148717,1227148718,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:40,2008-11-19 21:38:44,1227148720,1227148724,4,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:44,2008-11-19 21:38:46,1227148724,1227148726,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:46,2008-11-19 21:38:47,1227148726,1227148727,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:47,2008-11-19 21:38:49,1227148727,1227148729,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:50,2008-11-19 21:38:51,1227148730,1227148731,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:53,2008-11-19 21:38:55,1227148733,1227148735,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:56,2008-11-19 21:38:57,1227148736,1227148737,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:38:59,2008-11-19 21:39:00,1227148739,1227148740,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:39:01,2008-11-19 21:39:02,1227148741,1227148742,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:39:06,2008-11-19 21:39:06,1227148746,1227148746,0,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:39:10,2008-11-19 21:39:12,1227148750,1227148752,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:39:13,2008-11-19 21:39:15,1227148753,1227148755,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:39:14,2008-11-19 21:39:15,1227148754,1227148755,1,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:39:21,2008-11-19 21:39:23,1227148761,1227148763,2,1.0,5.0,"mat bed rechts, drukmat"
2008-11-19 21:39:23,2008-11-19 21:39:25,1227148763,1227148765,2,1.0,5.0,"mat bed rechts, drukmat"
