start_time,end_time,start_sec,end_sec,diff_sec,on,label,meaning
2008-02-25 14:41:08,2008-02-25 14:41:09,1203968468,1203968469,1,1.0,8.0,Fridge
2008-02-25 14:41:22,2008-02-25 14:41:41,1203968482,1203968501,19,1.0,8.0,Fridge
2008-02-25 14:41:42,2008-02-25 14:43:04,1203968502,1203968584,82,1.0,23.0,Groceries Cupboard
2008-02-25 14:47:03,2008-02-25 14:47:05,1203968823,1203968825,2,1.0,8.0,Fridge
2008-02-25 14:54:10,2008-02-25 14:54:13,1203969250,1203969253,3,1.0,9.0,Plates cupboard
2008-02-25 14:55:59,2008-02-25 14:56:01,1203969359,1203969361,2,1.0,18.0,Pans Cupboard
2008-02-25 14:56:03,2008-02-25 18:11:37,1203969363,1203981097,11734,1.0,18.0,Pans Cupboard
2008-02-25 14:56:20,2008-02-25 14:56:21,1203969380,1203969381,1,1.0,7.0,Cups cupboard
2008-02-25 14:56:25,2008-02-25 14:56:31,1203969385,1203969391,6,1.0,7.0,Cups cupboard
2008-02-25 14:57:19,2008-02-25 14:57:34,1203969439,1203969454,15,1.0,17.0,Freezer
2008-02-25 15:00:32,2008-02-25 15:00:35,1203969632,1203969635,3,1.0,8.0,Fridge
2008-02-25 15:00:50,2008-02-25 15:00:52,1203969650,1203969652,2,1.0,8.0,Fridge
2008-02-25 15:01:46,2008-02-25 15:01:48,1203969706,1203969708,2,1.0,8.0,Fridge
2008-02-25 15:01:55,2008-02-25 15:01:57,1203969715,1203969717,2,1.0,9.0,Plates cupboard
2008-02-25 15:04:19,2008-02-25 15:04:20,1203969859,1203969860,1,1.0,1.0,Microwave
2008-02-25 15:04:46,2008-02-25 15:10:42,1203969886,1203970242,356,1.0,1.0,Microwave
2008-02-25 15:10:43,2008-02-25 15:10:44,1203970243,1203970244,1,1.0,8.0,Fridge
2008-02-25 15:18:02,2008-02-25 15:18:03,1203970682,1203970683,1,1.0,8.0,Fridge
2008-02-25 15:19:49,2008-02-25 15:19:56,1203970789,1203970796,7,1.0,9.0,Plates cupboard
2008-02-25 15:20:28,2008-02-25 15:20:33,1203970828,1203970833,5,1.0,8.0,Fridge
2008-02-25 15:23:13,2008-02-25 15:23:17,1203970993,1203970997,4,1.0,8.0,Fridge
2008-02-25 15:23:31,2008-02-25 15:23:35,1203971011,1203971015,4,1.0,8.0,Fridge
2008-02-25 16:08:48,2008-02-25 16:08:50,1203973728,1203973730,2,1.0,5.0,Hall-Toilet door
2008-02-25 16:08:50,2008-02-25 16:08:52,1203973730,1203973732,2,1.0,5.0,Hall-Toilet door
2008-02-25 16:45:40,2008-02-25 16:45:44,1203975940,1203975944,4,1.0,8.0,Fridge
2008-02-25 16:51:31,2008-02-25 16:51:33,1203976291,1203976293,2,1.0,6.0,Hall-Bathroom door
2008-02-25 16:51:36,2008-02-25 16:51:42,1203976296,1203976302,6,1.0,6.0,Hall-Bathroom door
2008-02-25 16:52:07,2008-02-25 16:52:08,1203976327,1203976328,1,1.0,14.0,ToiletFlush
2008-02-25 16:52:28,2008-02-25 16:52:30,1203976348,1203976350,2,1.0,6.0,Hall-Bathroom door
2008-02-25 16:54:46,2008-02-25 16:55:17,1203976486,1203976517,31,1.0,12.0,Frontdoor
2008-02-25 16:55:34,2008-02-25 16:55:39,1203976534,1203976539,5,1.0,9.0,Plates cupboard
2008-02-25 16:56:02,2008-02-25 16:56:03,1203976562,1203976563,1,1.0,1.0,Microwave
2008-02-25 16:59:01,2008-02-25 16:59:05,1203976741,1203976745,4,1.0,1.0,Microwave
2008-02-25 18:05:56,2008-02-25 18:05:58,1203980756,1203980758,2,1.0,13.0,Dishwasher
2008-02-25 18:06:02,2008-02-25 18:19:04,1203980762,1203981544,782,1.0,13.0,Dishwasher
2008-02-25 18:11:40,2008-02-25 18:11:41,1203981100,1203981101,1,1.0,18.0,Pans Cupboard
2008-02-25 18:19:07,2008-02-25 18:19:08,1203981547,1203981548,1,1.0,13.0,Dishwasher
2008-02-25 18:21:23,2008-02-25 18:30:56,1203981683,1203982256,573,1.0,24.0,Hall-Bedroom door
2008-02-25 18:22:30,2008-02-25 18:24:34,1203981750,1203981874,124,1.0,5.0,Hall-Toilet door
2008-02-25 18:28:30,2008-02-25 18:28:32,1203982110,1203982112,2,1.0,6.0,Hall-Bathroom door
2008-02-25 18:28:36,2008-02-25 18:29:11,1203982116,1203982151,35,1.0,6.0,Hall-Bathroom door
2008-02-25 18:30:12,2008-02-25 18:30:51,1203982212,1203982251,39,1.0,5.0,Hall-Toilet door
2008-02-25 18:31:52,2008-02-25 18:32:29,1203982312,1203982349,37,1.0,24.0,Hall-Bedroom door
2008-02-25 18:32:32,2008-02-25 18:32:33,1203982352,1203982353,1,1.0,24.0,Hall-Bedroom door
2008-02-25 19:38:48,2008-02-25 19:38:49,1203986328,1203986329,1,1.0,24.0,Hall-Bedroom door
2008-02-25 19:38:52,2008-02-25 19:38:58,1203986332,1203986338,6,1.0,5.0,Hall-Toilet door
2008-02-25 19:38:52,2008-02-25 19:39:41,1203986332,1203986381,49,1.0,24.0,Hall-Bedroom door
2008-02-25 19:38:59,2008-02-25 19:39:00,1203986339,1203986340,1,1.0,5.0,Hall-Toilet door
2008-02-25 19:39:02,2008-02-25 19:39:04,1203986342,1203986344,2,1.0,5.0,Hall-Toilet door
2008-02-25 19:39:08,2008-02-25 19:39:09,1203986348,1203986349,1,1.0,5.0,Hall-Toilet door
2008-02-25 19:39:21,2008-02-25 19:39:22,1203986361,1203986362,1,1.0,5.0,Hall-Toilet door
2008-02-25 19:39:24,2008-02-25 19:39:26,1203986364,1203986366,2,1.0,14.0,ToiletFlush
2008-02-25 19:39:45,2008-02-25 19:39:46,1203986385,1203986386,1,1.0,5.0,Hall-Toilet door
2008-02-25 19:40:21,2008-02-25 19:40:23,1203986421,1203986423,2,1.0,5.0,Hall-Toilet door
2008-02-25 19:40:57,2008-02-25 19:40:59,1203986457,1203986459,2,1.0,5.0,Hall-Toilet door
2008-02-25 19:46:21,2008-02-25 19:46:23,1203986781,1203986783,2,1.0,24.0,Hall-Bedroom door
2008-02-25 19:46:27,2008-02-25 22:14:42,1203986787,1203995682,8895,1.0,24.0,Hall-Bedroom door
2008-02-25 22:13:41,2008-02-25 22:13:45,1203995621,1203995625,4,1.0,6.0,Hall-Bathroom door
2008-02-25 22:14:35,2008-02-25 22:14:37,1203995675,1203995677,2,1.0,14.0,ToiletFlush
2008-02-25 22:14:39,2008-02-25 22:14:40,1203995679,1203995680,1,1.0,6.0,Hall-Bathroom door
2008-02-26 03:35:56,2008-02-26 03:35:57,1204014956,1204014957,1,1.0,24.0,Hall-Bedroom door
2008-02-26 03:35:59,2008-02-26 03:36:04,1204014959,1204014964,5,1.0,6.0,Hall-Bathroom door
2008-02-26 03:36:01,2008-02-26 03:36:02,1204014961,1204014962,1,1.0,24.0,Hall-Bedroom door
2008-02-26 03:36:08,2008-02-26 03:36:38,1204014968,1204014998,30,1.0,24.0,Hall-Bedroom door
2008-02-26 03:36:32,2008-02-26 03:36:36,1204014992,1204014996,4,1.0,6.0,Hall-Bathroom door
2008-02-26 04:15:23,2008-02-26 04:15:25,1204017323,1204017325,2,1.0,24.0,Hall-Bedroom door
2008-02-26 04:15:29,2008-02-26 18:02:40,1204017329,1204066960,49631,1.0,24.0,Hall-Bedroom door
2008-02-26 04:15:40,2008-02-26 04:15:43,1204017340,1204017343,3,1.0,6.0,Hall-Bathroom door
2008-02-26 04:18:43,2008-02-26 04:18:56,1204017523,1204017536,13,1.0,6.0,Hall-Bathroom door
2008-02-26 04:18:43,2008-02-26 04:18:45,1204017523,1204017525,2,1.0,14.0,ToiletFlush
2008-02-26 04:26:45,2008-02-26 04:26:49,1204018005,1204018009,4,1.0,9.0,Plates cupboard
2008-02-26 04:26:49,2008-02-26 04:26:57,1204018009,1204018017,8,1.0,23.0,Groceries Cupboard
2008-02-26 04:27:15,2008-02-26 04:27:19,1204018035,1204018039,4,1.0,23.0,Groceries Cupboard
2008-02-26 04:28:31,2008-02-26 04:28:33,1204018111,1204018113,2,1.0,8.0,Fridge
2008-02-26 04:28:57,2008-02-26 04:29:01,1204018137,1204018141,4,1.0,8.0,Fridge
2008-02-26 04:48:11,2008-02-26 04:48:12,1204019291,1204019292,1,1.0,5.0,Hall-Toilet door
2008-02-26 04:48:16,2008-02-26 04:48:22,1204019296,1204019302,6,1.0,5.0,Hall-Toilet door
2008-02-26 04:58:03,2008-02-26 04:58:04,1204019883,1204019884,1,1.0,5.0,Hall-Toilet door
2008-02-26 04:58:08,2008-02-26 18:01:07,1204019888,1204066867,46979,1.0,5.0,Hall-Toilet door
2008-02-26 05:06:17,2008-02-26 05:06:23,1204020377,1204020383,6,1.0,12.0,Frontdoor
2008-02-26 15:31:34,2008-02-26 15:31:35,1204057894,1204057895,1,1.0,12.0,Frontdoor
2008-02-26 15:31:39,2008-02-26 15:31:47,1204057899,1204057907,8,1.0,12.0,Frontdoor
2008-02-26 15:33:40,2008-02-26 15:35:05,1204058020,1204058105,85,1.0,6.0,Hall-Bathroom door
2008-02-26 16:02:39,2008-02-26 16:02:43,1204059759,1204059763,4,1.0,6.0,Hall-Bathroom door
2008-02-26 16:03:48,2008-02-26 16:03:50,1204059828,1204059830,2,1.0,14.0,ToiletFlush
2008-02-26 16:03:51,2008-02-26 16:03:55,1204059831,1204059835,4,1.0,6.0,Hall-Bathroom door
2008-02-26 16:39:28,2008-02-26 16:39:30,1204061968,1204061970,2,1.0,8.0,Fridge
2008-02-26 16:39:33,2008-02-26 16:39:42,1204061973,1204061982,9,1.0,8.0,Fridge
2008-02-26 16:39:59,2008-02-26 16:40:01,1204061999,1204062001,2,1.0,7.0,Cups cupboard
2008-02-26 16:40:03,2008-02-26 16:40:07,1204062003,1204062007,4,1.0,8.0,Fridge
2008-02-26 17:10:50,2008-02-26 17:10:52,1204063850,1204063852,2,1.0,12.0,Frontdoor
2008-02-26 17:10:55,2008-02-26 17:11:16,1204063855,1204063876,21,1.0,12.0,Frontdoor
2008-02-26 17:56:01,2008-02-26 17:56:05,1204066561,1204066565,4,1.0,6.0,Hall-Bathroom door
2008-02-26 17:57:56,2008-02-26 17:57:58,1204066676,1204066678,2,1.0,14.0,ToiletFlush
2008-02-26 17:58:27,2008-02-26 17:58:31,1204066707,1204066711,4,1.0,6.0,Hall-Bathroom door
2008-02-26 17:58:30,2008-02-26 17:58:31,1204066710,1204066711,1,1.0,6.0,Hall-Bathroom door
2008-02-26 17:58:34,2008-02-26 17:58:35,1204066714,1204066715,1,1.0,6.0,Hall-Bathroom door
2008-02-26 17:58:40,2008-02-26 17:58:42,1204066720,1204066722,2,1.0,6.0,Hall-Bathroom door
2008-02-26 17:58:52,2008-02-26 17:58:53,1204066732,1204066733,1,1.0,6.0,Hall-Bathroom door
2008-02-26 17:59:16,2008-02-26 17:59:18,1204066756,1204066758,2,1.0,6.0,Hall-Bathroom door
2008-02-26 17:59:53,2008-02-26 17:59:55,1204066793,1204066795,2,1.0,6.0,Hall-Bathroom door
2008-02-26 18:00:29,2008-02-26 18:00:30,1204066829,1204066830,1,1.0,6.0,Hall-Bathroom door
2008-02-26 18:01:51,2008-02-27 03:16:58,1204066911,1204100218,33307,1.0,5.0,Hall-Toilet door
2008-02-27 00:29:22,2008-02-27 00:30:23,1204090162,1204090223,61,1.0,24.0,Hall-Bedroom door
2008-02-27 00:29:29,2008-02-27 00:29:33,1204090169,1204090173,4,1.0,6.0,Hall-Bathroom door
2008-02-27 00:30:13,2008-02-27 00:30:14,1204090213,1204090214,1,1.0,14.0,ToiletFlush
2008-02-27 00:30:16,2008-02-27 00:30:21,1204090216,1204090221,5,1.0,6.0,Hall-Bathroom door
2008-02-27 03:00:16,2008-02-27 03:00:17,1204099216,1204099217,1,1.0,24.0,Hall-Bedroom door
2008-02-27 03:00:22,2008-02-27 19:16:39,1204099222,1204157799,58577,1.0,24.0,Hall-Bedroom door
2008-02-27 03:01:24,2008-02-27 03:01:29,1204099284,1204099289,5,1.0,9.0,Plates cupboard
2008-02-27 03:01:31,2008-02-27 03:01:50,1204099291,1204099310,19,1.0,23.0,Groceries Cupboard
2008-02-27 03:01:51,2008-02-27 03:01:53,1204099311,1204099313,2,1.0,8.0,Fridge
2008-02-27 03:01:57,2008-02-27 03:02:08,1204099317,1204099328,11,1.0,8.0,Fridge
2008-02-27 03:13:29,2008-02-27 03:13:31,1204100009,1204100011,2,1.0,6.0,Hall-Bathroom door
2008-02-27 03:13:34,2008-02-27 03:14:00,1204100014,1204100040,26,1.0,6.0,Hall-Bathroom door
2008-02-27 03:15:36,2008-02-27 03:15:37,1204100136,1204100137,1,1.0,14.0,ToiletFlush
2008-02-27 03:15:40,2008-02-27 03:15:44,1204100140,1204100144,4,1.0,6.0,Hall-Bathroom door
2008-02-27 03:26:33,2008-02-27 03:26:35,1204100793,1204100795,2,1.0,5.0,Hall-Toilet door
2008-02-27 03:26:37,2008-02-27 03:26:39,1204100797,1204100799,2,1.0,5.0,Hall-Toilet door
2008-02-27 03:34:37,2008-02-27 03:34:41,1204101277,1204101281,4,1.0,12.0,Frontdoor
2008-02-27 13:58:30,2008-02-27 13:58:35,1204138710,1204138715,5,1.0,12.0,Frontdoor
2008-02-27 13:59:55,2008-02-27 14:01:30,1204138795,1204138890,95,1.0,23.0,Groceries Cupboard
2008-02-27 14:00:01,2008-02-27 14:00:56,1204138801,1204138856,55,1.0,8.0,Fridge
2008-02-27 14:02:11,2008-02-27 14:02:16,1204138931,1204138936,5,1.0,18.0,Pans Cupboard
2008-02-27 14:02:25,2008-02-27 14:02:29,1204138945,1204138949,4,1.0,8.0,Fridge
2008-02-27 14:03:12,2008-02-27 14:03:14,1204138992,1204138994,2,1.0,17.0,Freezer
2008-02-27 14:05:14,2008-02-27 14:05:16,1204139114,1204139116,2,1.0,8.0,Fridge
2008-02-27 14:05:38,2008-02-27 14:05:40,1204139138,1204139140,2,1.0,8.0,Fridge
2008-02-27 14:08:12,2008-02-27 14:08:16,1204139292,1204139296,4,1.0,8.0,Fridge
2008-02-27 14:09:02,2008-02-27 14:09:04,1204139342,1204139344,2,1.0,9.0,Plates cupboard
2008-02-27 14:16:29,2008-02-27 14:16:33,1204139789,1204139793,4,1.0,9.0,Plates cupboard
2008-02-27 14:19:53,2008-02-27 14:19:57,1204139993,1204139997,4,1.0,7.0,Cups cupboard
2008-02-27 14:19:59,2008-02-27 14:20:02,1204139999,1204140002,3,1.0,8.0,Fridge
2008-02-27 15:35:27,2008-02-27 15:35:31,1204144527,1204144531,4,1.0,6.0,Hall-Bathroom door
2008-02-27 15:35:55,2008-02-27 15:35:57,1204144555,1204144557,2,1.0,14.0,ToiletFlush
2008-02-27 15:35:57,2008-02-27 15:36:01,1204144557,1204144561,4,1.0,6.0,Hall-Bathroom door
2008-02-27 18:03:26,2008-02-27 18:03:30,1204153406,1204153410,4,1.0,6.0,Hall-Bathroom door
2008-02-27 18:05:21,2008-02-27 18:05:23,1204153521,1204153523,2,1.0,14.0,ToiletFlush
2008-02-27 18:05:30,2008-02-27 18:05:36,1204153530,1204153536,6,1.0,6.0,Hall-Bathroom door
2008-02-27 18:06:11,2008-02-27 18:14:22,1204153571,1204154062,491,1.0,13.0,Dishwasher
2008-02-27 18:06:28,2008-02-27 18:13:51,1204153588,1204154031,443,1.0,9.0,Plates cupboard
2008-02-27 18:06:43,2008-02-27 18:06:46,1204153603,1204153606,3,1.0,7.0,Cups cupboard
2008-02-27 18:06:52,2008-02-27 18:11:24,1204153612,1204153884,272,1.0,7.0,Cups cupboard
2008-02-27 18:10:57,2008-02-27 18:11:04,1204153857,1204153864,7,1.0,18.0,Pans Cupboard
2008-02-27 18:16:51,2008-02-27 18:17:04,1204154211,1204154224,13,1.0,9.0,Plates cupboard
2008-02-27 18:20:17,2008-02-27 18:20:24,1204154417,1204154424,7,1.0,8.0,Fridge
2008-02-27 18:20:39,2008-02-27 18:20:41,1204154439,1204154441,2,1.0,8.0,Fridge
2008-02-27 18:23:09,2008-02-27 18:23:13,1204154589,1204154593,4,1.0,8.0,Fridge
2008-02-27 18:23:57,2008-02-27 18:24:08,1204154637,1204154648,11,1.0,8.0,Fridge
2008-02-27 18:26:18,2008-02-27 18:37:07,1204154778,1204155427,649,1.0,6.0,Hall-Bathroom door
2008-02-27 18:37:00,2008-02-27 18:37:02,1204155420,1204155422,2,1.0,14.0,ToiletFlush
2008-02-27 18:37:04,2008-02-27 18:37:05,1204155424,1204155425,1,1.0,14.0,ToiletFlush
2008-02-27 18:37:09,2008-02-27 19:10:39,1204155429,1204157439,2010,1.0,5.0,Hall-Toilet door
2008-02-27 18:42:19,2008-02-27 18:42:21,1204155739,1204155741,2,1.0,18.0,Pans Cupboard
2008-02-27 19:10:41,2008-02-27 19:10:43,1204157441,1204157443,2,1.0,5.0,Hall-Toilet door
2008-02-27 19:11:09,2008-02-27 19:13:41,1204157469,1204157621,152,1.0,6.0,Hall-Bathroom door
2008-02-27 19:13:37,2008-02-27 19:13:39,1204157617,1204157619,2,1.0,14.0,ToiletFlush
2008-02-27 19:13:41,2008-02-27 19:13:43,1204157621,1204157623,2,1.0,6.0,Hall-Bathroom door
2008-02-27 19:13:45,2008-02-27 19:13:47,1204157625,1204157627,2,1.0,6.0,Hall-Bathroom door
2008-02-27 19:13:51,2008-02-27 19:13:52,1204157631,1204157632,1,1.0,6.0,Hall-Bathroom door
2008-02-27 19:13:54,2008-02-27 19:15:38,1204157634,1204157738,104,1.0,5.0,Hall-Toilet door
2008-02-27 19:15:42,2008-02-27 19:15:43,1204157742,1204157743,1,1.0,5.0,Hall-Toilet door
2008-02-27 19:16:11,2008-02-27 19:16:37,1204157771,1204157797,26,1.0,5.0,Hall-Toilet door
2008-02-27 19:20:18,2008-02-27 19:20:38,1204158018,1204158038,20,1.0,24.0,Hall-Bedroom door
2008-02-28 02:05:38,2008-02-28 02:05:40,1204182338,1204182340,2,1.0,24.0,Hall-Bedroom door
2008-02-28 02:05:44,2008-02-28 02:07:28,1204182344,1204182448,104,1.0,24.0,Hall-Bedroom door
2008-02-28 02:06:30,2008-02-28 02:06:34,1204182390,1204182394,4,1.0,6.0,Hall-Bathroom door
2008-02-28 02:07:15,2008-02-28 02:07:17,1204182435,1204182437,2,1.0,14.0,ToiletFlush
2008-02-28 02:07:18,2008-02-28 02:07:22,1204182438,1204182442,4,1.0,6.0,Hall-Bathroom door
2008-02-28 04:48:12,2008-02-28 04:48:14,1204192092,1204192094,2,1.0,24.0,Hall-Bedroom door
2008-02-28 04:48:18,2008-02-28 18:25:15,1204192098,1204241115,49017,1.0,24.0,Hall-Bedroom door
2008-02-28 04:48:57,2008-02-28 04:49:01,1204192137,1204192141,4,1.0,6.0,Hall-Bathroom door
2008-02-28 04:49:28,2008-02-28 04:49:32,1204192168,1204192172,4,1.0,6.0,Hall-Bathroom door
2008-02-28 04:49:28,2008-02-28 04:49:30,1204192168,1204192170,2,1.0,14.0,ToiletFlush
2008-02-28 04:50:04,2008-02-28 04:50:07,1204192204,1204192207,3,1.0,9.0,Plates cupboard
2008-02-28 04:50:09,2008-02-28 04:50:33,1204192209,1204192233,24,1.0,23.0,Groceries Cupboard
2008-02-28 04:50:33,2008-02-28 04:50:35,1204192233,1204192235,2,1.0,23.0,Groceries Cupboard
2008-02-28 04:50:36,2008-02-28 04:50:37,1204192236,1204192237,1,1.0,23.0,Groceries Cupboard
2008-02-28 04:50:43,2008-02-28 04:50:44,1204192243,1204192244,1,1.0,23.0,Groceries Cupboard
2008-02-28 04:50:54,2008-02-28 04:50:56,1204192254,1204192256,2,1.0,23.0,Groceries Cupboard
2008-02-28 04:51:18,2008-02-28 04:51:20,1204192278,1204192280,2,1.0,23.0,Groceries Cupboard
2008-02-28 04:51:54,2008-02-28 04:51:55,1204192314,1204192315,1,1.0,23.0,Groceries Cupboard
2008-02-28 04:51:56,2008-02-28 04:51:57,1204192316,1204192317,1,1.0,8.0,Fridge
2008-02-28 05:35:28,2008-02-28 05:35:32,1204194928,1204194932,4,1.0,6.0,Hall-Bathroom door
2008-02-28 05:37:41,2008-02-28 05:37:43,1204195061,1204195063,2,1.0,14.0,ToiletFlush
2008-02-28 05:37:45,2008-02-28 05:37:47,1204195065,1204195067,2,1.0,6.0,Hall-Bathroom door
2008-02-28 05:38:02,2008-02-28 05:38:37,1204195082,1204195117,35,1.0,5.0,Hall-Toilet door
2008-02-28 05:46:21,2008-02-28 05:46:22,1204195581,1204195582,1,1.0,5.0,Hall-Toilet door
2008-02-28 05:46:24,2008-02-28 05:46:26,1204195584,1204195586,2,1.0,5.0,Hall-Toilet door
2008-02-28 05:58:16,2008-02-28 05:58:20,1204196296,1204196300,4,1.0,12.0,Frontdoor
2008-02-28 13:34:20,2008-02-28 13:34:24,1204223660,1204223664,4,1.0,12.0,Frontdoor
2008-02-28 13:35:25,2008-02-28 13:35:34,1204223725,1204223734,9,1.0,8.0,Fridge
2008-02-28 13:35:38,2008-02-28 13:35:41,1204223738,1204223741,3,1.0,1.0,Microwave
2008-02-28 13:37:01,2008-02-28 13:37:10,1204223821,1204223830,9,1.0,1.0,Microwave
2008-02-28 13:37:18,2008-02-28 13:37:22,1204223838,1204223842,4,1.0,8.0,Fridge
2008-02-28 13:37:27,2008-02-28 13:37:35,1204223847,1204223855,8,1.0,1.0,Microwave
2008-02-28 13:48:13,2008-02-28 13:48:14,1204224493,1204224494,1,1.0,6.0,Hall-Bathroom door
2008-02-28 13:48:40,2008-02-28 13:48:42,1204224520,1204224522,2,1.0,14.0,ToiletFlush
2008-02-28 13:48:44,2008-02-28 13:48:51,1204224524,1204224531,7,1.0,6.0,Hall-Bathroom door
